arm,nfe,K,gruppe,n_komplexe,ziel,regel,anteil_prozent
Minimal,5,200,frag=6,25,PB-valide,je Zug,12.54
Minimal,5,200,frag=7,18,PB-valide,je Zug,5.03
Minimal,5,200,frag=8,15,PB-valide,je Zug,3.63
Minimal,5,200,frag=9,8,PB-valide,je Zug,1.0
Minimal,5,200,frag=10,3,PB-valide,je Zug,0.5
Minimal,5,200,frag=11,2,PB-valide,je Zug,2.21
Minimal,5,200,frag=12,1,PB-valide,je Zug,4.5
Minimal,5,200,frag=13,1,PB-valide,je Zug,0.0
Minimal,5,200,frag=14,2,PB-valide,je Zug,0.0
Minimal,5,200,alle,307,PB-valide,nur gnina,47.56
Minimal,5,200,frag=1,14,PB-valide,nur gnina,100.0
Minimal,5,200,frag=2,49,PB-valide,nur gnina,81.63
Minimal,5,200,frag=3,52,PB-valide,nur gnina,65.38
Minimal,5,200,frag=4,56,PB-valide,nur gnina,41.07
Minimal,5,200,frag=5,61,PB-valide,nur gnina,36.07
Minimal,5,200,frag=6,25,PB-valide,nur gnina,28.0
Minimal,5,200,frag=7,18,PB-valide,nur gnina,16.67
Minimal,5,200,frag=8,15,PB-valide,nur gnina,13.33
Minimal,5,200,frag=9,8,PB-valide,nur gnina,12.5
Minimal,5,200,frag=10,3,PB-valide,nur gnina,0.0
Minimal,5,200,frag=11,2,PB-valide,nur gnina,0.0
Minimal,5,200,frag=12,1,PB-valide,nur gnina,0.0
Minimal,5,200,frag=13,1,PB-valide,nur gnina,0.0
Minimal,5,200,frag=14,2,PB-valide,nur gnina,0.0
Minimal,5,200,alle,307,PB-valide,Mixed Score (Paper),88.93
Minimal,5,200,frag=1,14,PB-valide,Mixed Score (Paper),100.0
Minimal,5,200,frag=2,49,PB-valide,Mixed Score (Paper),95.92
Minimal,5,200,frag=3,52,PB-valide,Mixed Score (Paper),98.08
Minimal,5,200,frag=4,56,PB-valide,Mixed Score (Paper),91.07
Minimal,5,200,frag=5,61,PB-valide,Mixed Score (Paper),90.16
Minimal,5,200,frag=6,25,PB-valide,Mixed Score (Paper),88.0
Minimal,5,200,frag=7,18,PB-valide,Mixed Score (Paper),77.78
Minimal,5,200,frag=8,15,PB-valide,Mixed Score (Paper),73.33
Minimal,5,200,frag=9,8,PB-valide,Mixed Score (Paper),37.5
Minimal,5,200,frag=10,3,PB-valide,Mixed Score (Paper),66.67
Minimal,5,200,frag=11,2,PB-valide,Mixed Score (Paper),100.0
Minimal,5,200,frag=12,1,PB-valide,Mixed Score (Paper),100.0
Minimal,5,200,frag=13,1,PB-valide,Mixed Score (Paper),0.0
Minimal,5,200,frag=14,2,PB-valide,Mixed Score (Paper),0.0
Minimal,5,200,alle,307,PB-valide,PB-Filter -> gnina,92.51
Minimal,5,200,frag=1,14,PB-valide,PB-Filter -> gnina,100.0
Minimal,5,200,frag=2,49,PB-valide,PB-Filter -> gnina,95.92
Minimal,5,200,frag=3,52,PB-valide,PB-Filter -> gnina,98.08
Minimal,5,200,frag=4,56,PB-valide,PB-Filter -> gnina,96.43
Minimal,5,200,frag=5,61,PB-valide,PB-Filter -> gnina,95.08
Minimal,5,200,frag=6,25,PB-valide,PB-Filter -> gnina,88.0
Minimal,5,200,frag=7,18,PB-valide,PB-Filter -> gnina,83.33
Minimal,5,200,frag=8,15,PB-valide,PB-Filter -> gnina,80.0
Minimal,5,200,frag=9,8,PB-valide,PB-Filter -> gnina,75.0
Minimal,5,200,frag=10,3,PB-valide,PB-Filter -> gnina,66.67
Minimal,5,200,frag=11,2,PB-valide,PB-Filter -> gnina,100.0
Minimal,5,200,frag=12,1,PB-valide,PB-Filter -> gnina,100.0
Minimal,5,200,frag=13,1,PB-valide,PB-Filter -> gnina,0.0
Minimal,5,200,frag=14,2,PB-valide,PB-Filter -> gnina,0.0
Minimal,5,200,alle,307,PB-valide,Orakel,92.51
Minimal,5,200,frag=1,14,PB-valide,Orakel,100.0
Minimal,5,200,frag=2,49,PB-valide,Orakel,95.92
Minimal,5,200,frag=3,52,PB-valide,Orakel,98.08
Minimal,5,200,frag=4,56,PB-valide,Orakel,96.43
Minimal,5,200,frag=5,61,PB-valide,Orakel,95.08
Minimal,5,200,frag=6,25,PB-valide,Orakel,88.0
Minimal,5,200,frag=7,18,PB-valide,Orakel,83.33
Minimal,5,200,frag=8,15,PB-valide,Orakel,80.0
Minimal,5,200,frag=9,8,PB-valide,Orakel,75.0
Minimal,5,200,frag=10,3,PB-valide,Orakel,66.67
Minimal,5,200,frag=11,2,PB-valide,Orakel,100.0
Minimal,5,200,frag=12,1,PB-valide,Orakel,100.0
Minimal,5,200,frag=13,1,PB-valide,Orakel,0.0
Minimal,5,200,frag=14,2,PB-valide,Orakel,0.0
Minimal,5,200,alle,307,RMSD<2 & PB,je Zug,12.95
Minimal,5,200,frag=1,14,RMSD<2 & PB,je Zug,21.61
Minimal,5,200,frag=2,49,RMSD<2 & PB,je Zug,22.8
Minimal,5,200,frag=3,52,RMSD<2 & PB,je Zug,17.07
Minimal,5,200,frag=4,56,RMSD<2 & PB,je Zug,13.54
Minimal,5,200,frag=5,61,RMSD<2 & PB,je Zug,8.99
Minimal,5,200,frag=6,25,RMSD<2 & PB,je Zug,10.54
Minimal,5,200,frag=7,18,RMSD<2 & PB,je Zug,3.36
Minimal,5,200,frag=8,15,RMSD<2 & PB,je Zug,2.17
Minimal,5,200,frag=9,8,RMSD<2 & PB,je Zug,0.44
Minimal,5,200,frag=10,3,RMSD<2 & PB,je Zug,0.17
Minimal,5,200,frag=11,2,RMSD<2 & PB,je Zug,0.86
Minimal,5,200,frag=12,1,RMSD<2 & PB,je Zug,0.5
Minimal,5,200,frag=13,1,RMSD<2 & PB,je Zug,0.0
Minimal,5,200,frag=14,2,RMSD<2 & PB,je Zug,0.0
Minimal,5,200,alle,307,RMSD<2 & PB,nur gnina,41.37
Minimal,5,200,frag=1,14,RMSD<2 & PB,nur gnina,78.57
Minimal,5,200,frag=2,49,RMSD<2 & PB,nur gnina,67.35
Minimal,5,200,frag=3,52,RMSD<2 & PB,nur gnina,59.62
Minimal,5,200,frag=4,56,RMSD<2 & PB,nur gnina,35.71
Minimal,5,200,frag=5,61,RMSD<2 & PB,nur gnina,34.43
Minimal,5,200,frag=6,25,RMSD<2 & PB,nur gnina,28.0
Minimal,5,200,frag=7,18,RMSD<2 & PB,nur gnina,16.67
Minimal,5,200,frag=8,15,RMSD<2 & PB,nur gnina,6.67
Minimal,5,200,frag=9,8,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,frag=10,3,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,frag=11,2,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,frag=12,1,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,frag=13,1,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,frag=14,2,RMSD<2 & PB,nur gnina,0.0
Minimal,5,200,alle,307,RMSD<2 & PB,Mixed Score (Paper),72.31
Minimal,5,200,frag=1,14,RMSD<2 & PB,Mixed Score (Paper),78.57
Minimal,5,200,frag=2,49,RMSD<2 & PB,Mixed Score (Paper),77.55
Minimal,5,200,frag=3,52,RMSD<2 & PB,Mixed Score (Paper),84.62
Minimal,5,200,frag=4,56,RMSD<2 & PB,Mixed Score (Paper),64.29
Minimal,5,200,frag=5,61,RMSD<2 & PB,Mixed Score (Paper),85.25
Minimal,5,200,frag=6,25,RMSD<2 & PB,Mixed Score (Paper),84.0
Minimal,5,200,frag=7,18,RMSD<2 & PB,Mixed Score (Paper),55.56
Minimal,5,200,frag=8,15,RMSD<2 & PB,Mixed Score (Paper),46.67
Minimal,5,200,frag=9,8,RMSD<2 & PB,Mixed Score (Paper),12.5
Minimal,5,200,frag=10,3,RMSD<2 & PB,Mixed Score (Paper),33.33
Minimal,5,200,frag=11,2,RMSD<2 & PB,Mixed Score (Paper),50.0
Minimal,5,200,frag=12,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Minimal,5,200,frag=13,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Minimal,5,200,frag=14,2,RMSD<2 & PB,Mixed Score (Paper),0.0
Minimal,5,200,alle,307,RMSD<2 & PB,PB-Filter -> gnina,73.62
Minimal,5,200,frag=1,14,RMSD<2 & PB,PB-Filter -> gnina,78.57
Minimal,5,200,frag=2,49,RMSD<2 & PB,PB-Filter -> gnina,77.55
Minimal,5,200,frag=3,52,RMSD<2 & PB,PB-Filter -> gnina,84.62
Minimal,5,200,frag=4,56,RMSD<2 & PB,PB-Filter -> gnina,67.86
Minimal,5,200,frag=5,61,RMSD<2 & PB,PB-Filter -> gnina,86.89
Minimal,5,200,frag=6,25,RMSD<2 & PB,PB-Filter -> gnina,84.0
Minimal,5,200,frag=7,18,RMSD<2 & PB,PB-Filter -> gnina,61.11
Minimal,5,200,frag=8,15,RMSD<2 & PB,PB-Filter -> gnina,46.67
Minimal,5,200,frag=9,8,RMSD<2 & PB,PB-Filter -> gnina,12.5
Minimal,5,200,frag=10,3,RMSD<2 & PB,PB-Filter -> gnina,33.33
Minimal,5,200,frag=11,2,RMSD<2 & PB,PB-Filter -> gnina,50.0
Minimal,5,200,frag=12,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Minimal,5,200,frag=13,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Minimal,5,200,frag=14,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
Minimal,5,200,alle,307,RMSD<2 & PB,Orakel,85.02
Minimal,5,200,frag=1,14,RMSD<2 & PB,Orakel,100.0
Minimal,5,200,frag=2,49,RMSD<2 & PB,Orakel,91.84
Minimal,5,200,frag=3,52,RMSD<2 & PB,Orakel,94.23
Minimal,5,200,frag=4,56,RMSD<2 & PB,Orakel,87.5
Minimal,5,200,frag=5,61,RMSD<2 & PB,Orakel,90.16
Minimal,5,200,frag=6,25,RMSD<2 & PB,Orakel,84.0
Minimal,5,200,frag=7,18,RMSD<2 & PB,Orakel,72.22
Minimal,5,200,frag=8,15,RMSD<2 & PB,Orakel,60.0
Minimal,5,200,frag=9,8,RMSD<2 & PB,Orakel,37.5
Minimal,5,200,frag=10,3,RMSD<2 & PB,Orakel,33.33
Minimal,5,200,frag=11,2,RMSD<2 & PB,Orakel,50.0
Minimal,5,200,frag=12,1,RMSD<2 & PB,Orakel,100.0
Minimal,5,200,frag=13,1,RMSD<2 & PB,Orakel,0.0
Minimal,5,200,frag=14,2,RMSD<2 & PB,Orakel,0.0
Separate,25,40,alle,307,RMSD<2,je Zug,47.93
Separate,25,40,frag=1,14,RMSD<2,je Zug,43.04
Separate,25,40,frag=2,49,RMSD<2,je Zug,58.78
Separate,25,40,frag=3,52,RMSD<2,je Zug,49.57
Separate,25,40,frag=4,56,RMSD<2,je Zug,50.09
Separate,25,40,frag=5,61,RMSD<2,je Zug,50.66
Separate,25,40,frag=6,25,RMSD<2,je Zug,57.0
Separate,25,40,frag=7,18,RMSD<2,je Zug,34.86
Separate,25,40,frag=8,15,RMSD<2,je Zug,26.67
Separate,25,40,frag=9,8,RMSD<2,je Zug,24.38
Separate,25,40,frag=10,3,RMSD<2,je Zug,11.67
Separate,25,40,frag=11,2,RMSD<2,je Zug,15.71
Separate,25,40,frag=12,1,RMSD<2,je Zug,20.0
Separate,25,40,frag=13,1,RMSD<2,je Zug,0.0
Separate,25,40,frag=14,2,RMSD<2,je Zug,12.5
Separate,25,40,alle,307,RMSD<2,nur gnina,74.92
Separate,25,40,frag=1,14,RMSD<2,nur gnina,64.29
Separate,25,40,frag=2,49,RMSD<2,nur gnina,77.55
Separate,25,40,frag=3,52,RMSD<2,nur gnina,86.54
Separate,25,40,frag=4,56,RMSD<2,nur gnina,69.64
Separate,25,40,frag=5,61,RMSD<2,nur gnina,78.69
Separate,25,40,frag=6,25,RMSD<2,nur gnina,92.0
Separate,25,40,frag=7,18,RMSD<2,nur gnina,72.22
Separate,25,40,frag=8,15,RMSD<2,nur gnina,53.33
Separate,25,40,frag=9,8,RMSD<2,nur gnina,50.0
Separate,25,40,frag=10,3,RMSD<2,nur gnina,33.33
Separate,25,40,frag=11,2,RMSD<2,nur gnina,50.0
Separate,25,40,frag=12,1,RMSD<2,nur gnina,100.0
Separate,25,40,frag=13,1,RMSD<2,nur gnina,0.0
Separate,25,40,frag=14,2,RMSD<2,nur gnina,0.0
Separate,25,40,alle,307,RMSD<2,Mixed Score (Paper),71.66
Separate,25,40,frag=1,14,RMSD<2,Mixed Score (Paper),64.29
Separate,25,40,frag=2,49,RMSD<2,Mixed Score (Paper),73.47
Separate,25,40,frag=3,52,RMSD<2,Mixed Score (Paper),82.69
Separate,25,40,frag=4,56,RMSD<2,Mixed Score (Paper),69.64
Separate,25,40,frag=5,61,RMSD<2,Mixed Score (Paper),78.69
Separate,25,40,frag=6,25,RMSD<2,Mixed Score (Paper),88.0
Separate,25,40,frag=7,18,RMSD<2,Mixed Score (Paper),55.56
Separate,25,40,frag=8,15,RMSD<2,Mixed Score (Paper),40.0
Separate,25,40,frag=9,8,RMSD<2,Mixed Score (Paper),50.0
Separate,25,40,frag=10,3,RMSD<2,Mixed Score (Paper),33.33
Separate,25,40,frag=11,2,RMSD<2,Mixed Score (Paper),50.0
Separate,25,40,frag=12,1,RMSD<2,Mixed Score (Paper),0.0
Separate,25,40,frag=13,1,RMSD<2,Mixed Score (Paper),0.0
Separate,25,40,frag=14,2,RMSD<2,Mixed Score (Paper),50.0
Separate,25,40,alle,307,RMSD<2,PB-Filter -> gnina,71.34
Separate,25,40,frag=1,14,RMSD<2,PB-Filter -> gnina,64.29
Separate,25,40,frag=2,49,RMSD<2,PB-Filter -> gnina,75.51
Separate,25,40,frag=3,52,RMSD<2,PB-Filter -> gnina,80.77
Separate,25,40,frag=4,56,RMSD<2,PB-Filter -> gnina,67.86
Separate,25,40,frag=5,61,RMSD<2,PB-Filter -> gnina,77.05
Separate,25,40,frag=6,25,RMSD<2,PB-Filter -> gnina,88.0
Separate,25,40,frag=7,18,RMSD<2,PB-Filter -> gnina,61.11
Separate,25,40,frag=8,15,RMSD<2,PB-Filter -> gnina,46.67
Separate,25,40,frag=9,8,RMSD<2,PB-Filter -> gnina,50.0
Separate,25,40,frag=10,3,RMSD<2,PB-Filter -> gnina,33.33
Separate,25,40,frag=11,2,RMSD<2,PB-Filter -> gnina,50.0
Separate,25,40,frag=12,1,RMSD<2,PB-Filter -> gnina,0.0
Separate,25,40,frag=13,1,RMSD<2,PB-Filter -> gnina,0.0
Separate,25,40,frag=14,2,RMSD<2,PB-Filter -> gnina,0.0
Separate,25,40,alle,307,RMSD<2,Orakel,94.79
Separate,25,40,frag=1,14,RMSD<2,Orakel,92.86
Separate,25,40,frag=2,49,RMSD<2,Orakel,97.96
Separate,25,40,frag=3,52,RMSD<2,Orakel,96.15
Separate,25,40,frag=4,56,RMSD<2,Orakel,98.21
Separate,25,40,frag=5,61,RMSD<2,Orakel,98.36
Separate,25,40,frag=6,25,RMSD<2,Orakel,100.0
Separate,25,40,frag=7,18,RMSD<2,Orakel,88.89
Separate,25,40,frag=8,15,RMSD<2,Orakel,86.67
Separate,25,40,frag=9,8,RMSD<2,Orakel,75.0
Separate,25,40,frag=10,3,RMSD<2,Orakel,66.67
Separate,25,40,frag=11,2,RMSD<2,Orakel,50.0
Separate,25,40,frag=12,1,RMSD<2,Orakel,100.0
Separate,25,40,frag=13,1,RMSD<2,Orakel,0.0
Separate,25,40,frag=14,2,RMSD<2,Orakel,50.0
Separate,25,40,alle,307,PB-valide,je Zug,28.87
Separate,25,40,frag=1,14,PB-valide,je Zug,65.0
Separate,25,40,frag=2,49,PB-valide,je Zug,41.43
Separate,25,40,frag=3,52,PB-valide,je Zug,36.15
Separate,25,40,frag=4,56,PB-valide,je Zug,29.82
Separate,25,40,frag=5,61,PB-valide,je Zug,24.59
Separate,25,40,frag=6,25,PB-valide,je Zug,21.3
Separate,25,40,frag=7,18,PB-valide,je Zug,8.75
Separate,25,40,frag=8,15,PB-valide,je Zug,8.83
Separate,25,40,frag=9,8,PB-valide,je Zug,2.19
Separate,25,40,frag=10,3,PB-valide,je Zug,1.67
Separate,25,40,frag=11,2,PB-valide,je Zug,5.54
Separate,25,40,frag=12,1,PB-valide,je Zug,17.5
Separate,25,40,frag=13,1,PB-valide,je Zug,0.0
Separate,25,40,frag=14,2,PB-valide,je Zug,0.0
Separate,25,40,alle,307,PB-valide,nur gnina,61.56
Separate,25,40,frag=1,14,PB-valide,nur gnina,100.0
Separate,25,40,frag=2,49,PB-valide,nur gnina,81.63
Separate,25,40,frag=3,52,PB-valide,nur gnina,67.31
Separate,25,40,frag=4,56,PB-valide,nur gnina,67.86
Separate,25,40,frag=5,61,PB-valide,nur gnina,62.3
Separate,25,40,frag=6,25,PB-valide,nur gnina,56.0
Separate,25,40,frag=7,18,PB-valide,nur gnina,27.78
Separate,25,40,frag=8,15,PB-valide,nur gnina,20.0
Separate,25,40,frag=9,8,PB-valide,nur gnina,12.5
Separate,25,40,frag=10,3,PB-valide,nur gnina,0.0
Separate,25,40,frag=11,2,PB-valide,nur gnina,50.0
Separate,25,40,frag=12,1,PB-valide,nur gnina,0.0
Separate,25,40,frag=13,1,PB-valide,nur gnina,0.0
Separate,25,40,frag=14,2,PB-valide,nur gnina,0.0
Separate,25,40,alle,307,PB-valide,Mixed Score (Paper),85.67
Separate,25,40,frag=1,14,PB-valide,Mixed Score (Paper),100.0
Separate,25,40,frag=2,49,PB-valide,Mixed Score (Paper),91.84
Separate,25,40,frag=3,52,PB-valide,Mixed Score (Paper),90.38
Separate,25,40,frag=4,56,PB-valide,Mixed Score (Paper),89.29
Separate,25,40,frag=5,61,PB-valide,Mixed Score (Paper),91.8
Separate,25,40,frag=6,25,PB-valide,Mixed Score (Paper),80.0
Separate,25,40,frag=7,18,PB-valide,Mixed Score (Paper),77.78
Separate,25,40,frag=8,15,PB-valide,Mixed Score (Paper),73.33
Separate,25,40,frag=9,8,PB-valide,Mixed Score (Paper),37.5
Separate,25,40,frag=10,3,PB-valide,Mixed Score (Paper),33.33
Separate,25,40,frag=11,2,PB-valide,Mixed Score (Paper),50.0
Separate,25,40,frag=12,1,PB-valide,Mixed Score (Paper),100.0
Separate,25,40,frag=13,1,PB-valide,Mixed Score (Paper),0.0
Separate,25,40,frag=14,2,PB-valide,Mixed Score (Paper),0.0
Separate,25,40,alle,307,PB-valide,PB-Filter -> gnina,88.6
Separate,25,40,frag=1,14,PB-valide,PB-Filter -> gnina,100.0
Separate,25,40,frag=2,49,PB-valide,PB-Filter -> gnina,95.92
Separate,25,40,frag=3,52,PB-valide,PB-Filter -> gnina,94.23
Separate,25,40,frag=4,56,PB-valide,PB-Filter -> gnina,94.64
Separate,25,40,frag=5,61,PB-valide,PB-Filter -> gnina,91.8
Separate,25,40,frag=6,25,PB-valide,PB-Filter -> gnina,80.0
Separate,25,40,frag=7,18,PB-valide,PB-Filter -> gnina,77.78
Separate,25,40,frag=8,15,PB-valide,PB-Filter -> gnina,80.0
Separate,25,40,frag=9,8,PB-valide,PB-Filter -> gnina,37.5
Separate,25,40,frag=10,3,PB-valide,PB-Filter -> gnina,33.33
Separate,25,40,frag=11,2,PB-valide,PB-Filter -> gnina,100.0
Separate,25,40,frag=12,1,PB-valide,PB-Filter -> gnina,100.0
Separate,25,40,frag=13,1,PB-valide,PB-Filter -> gnina,0.0
Separate,25,40,frag=14,2,PB-valide,PB-Filter -> gnina,0.0
Separate,25,40,alle,307,PB-valide,Orakel,88.6
Separate,25,40,frag=1,14,PB-valide,Orakel,100.0
Separate,25,40,frag=2,49,PB-valide,Orakel,95.92
Separate,25,40,frag=3,52,PB-valide,Orakel,94.23
Separate,25,40,frag=4,56,PB-valide,Orakel,94.64
Separate,25,40,frag=5,61,PB-valide,Orakel,91.8
Separate,25,40,frag=6,25,PB-valide,Orakel,80.0
Separate,25,40,frag=7,18,PB-valide,Orakel,77.78
Separate,25,40,frag=8,15,PB-valide,Orakel,80.0
Separate,25,40,frag=9,8,PB-valide,Orakel,37.5
Separate,25,40,frag=10,3,PB-valide,Orakel,33.33
Separate,25,40,frag=11,2,PB-valide,Orakel,100.0
Separate,25,40,frag=12,1,PB-valide,Orakel,100.0
Separate,25,40,frag=13,1,PB-valide,Orakel,0.0
Separate,25,40,frag=14,2,PB-valide,Orakel,0.0
Separate,25,40,alle,307,RMSD<2 & PB,je Zug,19.21
Separate,25,40,frag=1,14,RMSD<2 & PB,je Zug,31.79
Separate,25,40,frag=2,49,RMSD<2 & PB,je Zug,31.02
Separate,25,40,frag=3,52,RMSD<2 & PB,je Zug,23.46
Separate,25,40,frag=4,56,RMSD<2 & PB,je Zug,19.64
Separate,25,40,frag=5,61,RMSD<2 & PB,je Zug,16.27
Separate,25,40,frag=6,25,RMSD<2 & PB,je Zug,17.4
Separate,25,40,frag=7,18,RMSD<2 & PB,je Zug,5.56
Separate,25,40,frag=8,15,RMSD<2 & PB,je Zug,3.67
Separate,25,40,frag=9,8,RMSD<2 & PB,je Zug,1.88
Separate,25,40,frag=10,3,RMSD<2 & PB,je Zug,1.67
Separate,25,40,frag=11,2,RMSD<2 & PB,je Zug,4.29
Separate,25,40,frag=12,1,RMSD<2 & PB,je Zug,2.5
Separate,25,40,frag=13,1,RMSD<2 & PB,je Zug,0.0
Separate,25,40,frag=14,2,RMSD<2 & PB,je Zug,0.0
Separate,25,40,alle,307,RMSD<2 & PB,nur gnina,51.79
Separate,25,40,frag=1,14,RMSD<2 & PB,nur gnina,64.29
Separate,25,40,frag=2,49,RMSD<2 & PB,nur gnina,69.39
Separate,25,40,frag=3,52,RMSD<2 & PB,nur gnina,63.46
Separate,25,40,frag=4,56,RMSD<2 & PB,nur gnina,51.79
Separate,25,40,frag=5,61,RMSD<2 & PB,nur gnina,50.82
Separate,25,40,frag=6,25,RMSD<2 & PB,nur gnina,56.0
Separate,25,40,frag=7,18,RMSD<2 & PB,nur gnina,22.22
Separate,25,40,frag=8,15,RMSD<2 & PB,nur gnina,20.0
Separate,25,40,frag=9,8,RMSD<2 & PB,nur gnina,12.5
Separate,25,40,frag=10,3,RMSD<2 & PB,nur gnina,0.0
Separate,25,40,frag=11,2,RMSD<2 & PB,nur gnina,50.0
Separate,25,40,frag=12,1,RMSD<2 & PB,nur gnina,0.0
Separate,25,40,frag=13,1,RMSD<2 & PB,nur gnina,0.0
Separate,25,40,frag=14,2,RMSD<2 & PB,nur gnina,0.0
Separate,25,40,alle,307,RMSD<2 & PB,Mixed Score (Paper),65.15
Separate,25,40,frag=1,14,RMSD<2 & PB,Mixed Score (Paper),64.29
Separate,25,40,frag=2,49,RMSD<2 & PB,Mixed Score (Paper),71.43
Separate,25,40,frag=3,52,RMSD<2 & PB,Mixed Score (Paper),76.92
Separate,25,40,frag=4,56,RMSD<2 & PB,Mixed Score (Paper),64.29
Separate,25,40,frag=5,61,RMSD<2 & PB,Mixed Score (Paper),70.49
Separate,25,40,frag=6,25,RMSD<2 & PB,Mixed Score (Paper),72.0
Separate,25,40,frag=7,18,RMSD<2 & PB,Mixed Score (Paper),50.0
Separate,25,40,frag=8,15,RMSD<2 & PB,Mixed Score (Paper),40.0
Separate,25,40,frag=9,8,RMSD<2 & PB,Mixed Score (Paper),25.0
Separate,25,40,frag=10,3,RMSD<2 & PB,Mixed Score (Paper),33.33
Separate,25,40,frag=11,2,RMSD<2 & PB,Mixed Score (Paper),50.0
Separate,25,40,frag=12,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,25,40,frag=13,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,25,40,frag=14,2,RMSD<2 & PB,Mixed Score (Paper),0.0
Separate,25,40,alle,307,RMSD<2 & PB,PB-Filter -> gnina,65.8
Separate,25,40,frag=1,14,RMSD<2 & PB,PB-Filter -> gnina,64.29
Separate,25,40,frag=2,49,RMSD<2 & PB,PB-Filter -> gnina,73.47
Separate,25,40,frag=3,52,RMSD<2 & PB,PB-Filter -> gnina,78.85
Separate,25,40,frag=4,56,RMSD<2 & PB,PB-Filter -> gnina,64.29
Separate,25,40,frag=5,61,RMSD<2 & PB,PB-Filter -> gnina,70.49
Separate,25,40,frag=6,25,RMSD<2 & PB,PB-Filter -> gnina,72.0
Separate,25,40,frag=7,18,RMSD<2 & PB,PB-Filter -> gnina,50.0
Separate,25,40,frag=8,15,RMSD<2 & PB,PB-Filter -> gnina,40.0
Separate,25,40,frag=9,8,RMSD<2 & PB,PB-Filter -> gnina,25.0
Separate,25,40,frag=10,3,RMSD<2 & PB,PB-Filter -> gnina,33.33
Separate,25,40,frag=11,2,RMSD<2 & PB,PB-Filter -> gnina,50.0
Separate,25,40,frag=12,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,25,40,frag=13,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,25,40,frag=14,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
Separate,25,40,alle,307,RMSD<2 & PB,Orakel,77.2
Separate,25,40,frag=1,14,RMSD<2 & PB,Orakel,92.86
Separate,25,40,frag=2,49,RMSD<2 & PB,Orakel,85.71
Separate,25,40,frag=3,52,RMSD<2 & PB,Orakel,86.54
Separate,25,40,frag=4,56,RMSD<2 & PB,Orakel,78.57
Separate,25,40,frag=5,61,RMSD<2 & PB,Orakel,81.97
Separate,25,40,frag=6,25,RMSD<2 & PB,Orakel,76.0
Separate,25,40,frag=7,18,RMSD<2 & PB,Orakel,66.67
Separate,25,40,frag=8,15,RMSD<2 & PB,Orakel,46.67
Separate,25,40,frag=9,8,RMSD<2 & PB,Orakel,25.0
Separate,25,40,frag=10,3,RMSD<2 & PB,Orakel,33.33
Separate,25,40,frag=11,2,RMSD<2 & PB,Orakel,50.0
Separate,25,40,frag=12,1,RMSD<2 & PB,Orakel,100.0
Separate,25,40,frag=13,1,RMSD<2 & PB,Orakel,0.0
Separate,25,40,frag=14,2,RMSD<2 & PB,Orakel,0.0
Separate,5,200,alle,307,RMSD<2,je Zug,47.13
Separate,5,200,frag=1,14,RMSD<2,je Zug,39.18
Separate,5,200,frag=2,49,RMSD<2,je Zug,58.96
Separate,5,200,frag=3,52,RMSD<2,je Zug,48.45
Separate,5,200,frag=4,56,RMSD<2,je Zug,48.71
Separate,5,200,frag=5,61,RMSD<2,je Zug,49.97
Separate,5,200,frag=6,25,RMSD<2,je Zug,57.72
Separate,5,200,frag=7,18,RMSD<2,je Zug,33.86
Separate,5,200,frag=8,15,RMSD<2,je Zug,26.53
Separate,5,200,frag=9,8,RMSD<2,je Zug,22.5
Separate,5,200,frag=10,3,RMSD<2,je Zug,11.33
Separate,5,200,frag=11,2,RMSD<2,je Zug,11.96
Separate,5,200,frag=12,1,RMSD<2,je Zug,20.5
Separate,5,200,frag=13,1,RMSD<2,je Zug,0.5
Separate,5,200,frag=14,2,RMSD<2,je Zug,12.5
Separate,5,200,alle,307,RMSD<2,nur gnina,80.13
Separate,5,200,frag=1,14,RMSD<2,nur gnina,57.14
Separate,5,200,frag=2,49,RMSD<2,nur gnina,85.71
Separate,5,200,frag=3,52,RMSD<2,nur gnina,86.54
Separate,5,200,frag=4,56,RMSD<2,nur gnina,73.21
Separate,5,200,frag=5,61,RMSD<2,nur gnina,83.61
Separate,5,200,frag=6,25,RMSD<2,nur gnina,96.0
Separate,5,200,frag=7,18,RMSD<2,nur gnina,83.33
Separate,5,200,frag=8,15,RMSD<2,nur gnina,60.0
Separate,5,200,frag=9,8,RMSD<2,nur gnina,75.0
Separate,5,200,frag=10,3,RMSD<2,nur gnina,33.33
Separate,5,200,frag=11,2,RMSD<2,nur gnina,50.0
Separate,5,200,frag=12,1,RMSD<2,nur gnina,100.0
Separate,5,200,frag=13,1,RMSD<2,nur gnina,100.0
