arm,nfe,K,gruppe,n_komplexe,ziel,regel,anteil_prozent
SigmaDock,5,40,frag=12,1,PB-valide,Orakel,0.0
SigmaDock,5,40,frag=13,1,PB-valide,Orakel,0.0
SigmaDock,5,40,frag=14,2,PB-valide,Orakel,0.0
SigmaDock,5,40,alle,307,RMSD<2 & PB,je Zug,0.6
SigmaDock,5,40,frag=1,14,RMSD<2 & PB,je Zug,7.68
SigmaDock,5,40,frag=2,49,RMSD<2 & PB,je Zug,1.48
SigmaDock,5,40,frag=3,52,RMSD<2 & PB,je Zug,0.05
SigmaDock,5,40,frag=4,56,RMSD<2 & PB,je Zug,0.04
SigmaDock,5,40,frag=5,61,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=6,25,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=7,18,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=8,15,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=9,8,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=10,3,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=11,2,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=12,1,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=13,1,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,frag=14,2,RMSD<2 & PB,je Zug,0.0
SigmaDock,5,40,alle,307,RMSD<2 & PB,nur gnina,3.26
SigmaDock,5,40,frag=1,14,RMSD<2 & PB,nur gnina,35.71
SigmaDock,5,40,frag=2,49,RMSD<2 & PB,nur gnina,10.2
SigmaDock,5,40,frag=3,52,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=4,56,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=5,61,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=6,25,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=7,18,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=8,15,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=9,8,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=10,3,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=11,2,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=12,1,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=13,1,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,frag=14,2,RMSD<2 & PB,nur gnina,0.0
SigmaDock,5,40,alle,307,RMSD<2 & PB,Mixed Score (Paper),6.51
SigmaDock,5,40,frag=1,14,RMSD<2 & PB,Mixed Score (Paper),35.71
SigmaDock,5,40,frag=2,49,RMSD<2 & PB,Mixed Score (Paper),26.53
SigmaDock,5,40,frag=3,52,RMSD<2 & PB,Mixed Score (Paper),1.92
SigmaDock,5,40,frag=4,56,RMSD<2 & PB,Mixed Score (Paper),1.79
SigmaDock,5,40,frag=5,61,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=6,25,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=7,18,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=8,15,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=9,8,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=10,3,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=11,2,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=12,1,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=13,1,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,frag=14,2,RMSD<2 & PB,Mixed Score (Paper),0.0
SigmaDock,5,40,alle,307,RMSD<2 & PB,PB-Filter -> gnina,7.49
SigmaDock,5,40,frag=1,14,RMSD<2 & PB,PB-Filter -> gnina,35.71
SigmaDock,5,40,frag=2,49,RMSD<2 & PB,PB-Filter -> gnina,32.65
SigmaDock,5,40,frag=3,52,RMSD<2 & PB,PB-Filter -> gnina,1.92
SigmaDock,5,40,frag=4,56,RMSD<2 & PB,PB-Filter -> gnina,1.79
SigmaDock,5,40,frag=5,61,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=6,25,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=7,18,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=8,15,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=9,8,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=10,3,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=11,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=12,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=13,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,frag=14,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
SigmaDock,5,40,alle,307,RMSD<2 & PB,Orakel,10.75
SigmaDock,5,40,frag=1,14,RMSD<2 & PB,Orakel,85.71
SigmaDock,5,40,frag=2,49,RMSD<2 & PB,Orakel,38.78
SigmaDock,5,40,frag=3,52,RMSD<2 & PB,Orakel,1.92
SigmaDock,5,40,frag=4,56,RMSD<2 & PB,Orakel,1.79
SigmaDock,5,40,frag=5,61,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=6,25,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=7,18,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=8,15,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=9,8,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=10,3,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=11,2,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=12,1,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=13,1,RMSD<2 & PB,Orakel,0.0
SigmaDock,5,40,frag=14,2,RMSD<2 & PB,Orakel,0.0
Minimal,25,40,alle,307,RMSD<2,je Zug,44.81
Minimal,25,40,frag=1,14,RMSD<2,je Zug,37.32
Minimal,25,40,frag=2,49,RMSD<2,je Zug,52.5
Minimal,25,40,frag=3,52,RMSD<2,je Zug,48.75
Minimal,25,40,frag=4,56,RMSD<2,je Zug,46.25
Minimal,25,40,frag=5,61,RMSD<2,je Zug,49.18
Minimal,25,40,frag=6,25,RMSD<2,je Zug,54.2
Minimal,25,40,frag=7,18,RMSD<2,je Zug,29.86
Minimal,25,40,frag=8,15,RMSD<2,je Zug,24.83
Minimal,25,40,frag=9,8,RMSD<2,je Zug,25.94
Minimal,25,40,frag=10,3,RMSD<2,je Zug,10.83
Minimal,25,40,frag=11,2,RMSD<2,je Zug,10.0
Minimal,25,40,frag=12,1,RMSD<2,je Zug,12.5
Minimal,25,40,frag=13,1,RMSD<2,je Zug,0.0
Minimal,25,40,frag=14,2,RMSD<2,je Zug,0.0
Minimal,25,40,alle,307,RMSD<2,nur gnina,74.27
Minimal,25,40,frag=1,14,RMSD<2,nur gnina,78.57
Minimal,25,40,frag=2,49,RMSD<2,nur gnina,81.63
Minimal,25,40,frag=3,52,RMSD<2,nur gnina,78.85
Minimal,25,40,frag=4,56,RMSD<2,nur gnina,67.86
Minimal,25,40,frag=5,61,RMSD<2,nur gnina,83.61
Minimal,25,40,frag=6,25,RMSD<2,nur gnina,88.0
Minimal,25,40,frag=7,18,RMSD<2,nur gnina,55.56
Minimal,25,40,frag=8,15,RMSD<2,nur gnina,46.67
Minimal,25,40,frag=9,8,RMSD<2,nur gnina,62.5
Minimal,25,40,frag=10,3,RMSD<2,nur gnina,66.67
Minimal,25,40,frag=11,2,RMSD<2,nur gnina,50.0
Minimal,25,40,frag=12,1,RMSD<2,nur gnina,0.0
Minimal,25,40,frag=13,1,RMSD<2,nur gnina,0.0
Minimal,25,40,frag=14,2,RMSD<2,nur gnina,0.0
Minimal,25,40,alle,307,RMSD<2,Mixed Score (Paper),74.59
Minimal,25,40,frag=1,14,RMSD<2,Mixed Score (Paper),78.57
Minimal,25,40,frag=2,49,RMSD<2,Mixed Score (Paper),79.59
Minimal,25,40,frag=3,52,RMSD<2,Mixed Score (Paper),82.69
Minimal,25,40,frag=4,56,RMSD<2,Mixed Score (Paper),67.86
Minimal,25,40,frag=5,61,RMSD<2,Mixed Score (Paper),83.61
Minimal,25,40,frag=6,25,RMSD<2,Mixed Score (Paper),88.0
Minimal,25,40,frag=7,18,RMSD<2,Mixed Score (Paper),44.44
Minimal,25,40,frag=8,15,RMSD<2,Mixed Score (Paper),66.67
Minimal,25,40,frag=9,8,RMSD<2,Mixed Score (Paper),50.0
Minimal,25,40,frag=10,3,RMSD<2,Mixed Score (Paper),33.33
Minimal,25,40,frag=11,2,RMSD<2,Mixed Score (Paper),50.0
Minimal,25,40,frag=12,1,RMSD<2,Mixed Score (Paper),100.0
Minimal,25,40,frag=13,1,RMSD<2,Mixed Score (Paper),0.0
Minimal,25,40,frag=14,2,RMSD<2,Mixed Score (Paper),0.0
Minimal,25,40,alle,307,RMSD<2,PB-Filter -> gnina,73.29
Minimal,25,40,frag=1,14,RMSD<2,PB-Filter -> gnina,78.57
Minimal,25,40,frag=2,49,RMSD<2,PB-Filter -> gnina,79.59
Minimal,25,40,frag=3,52,RMSD<2,PB-Filter -> gnina,80.77
Minimal,25,40,frag=4,56,RMSD<2,PB-Filter -> gnina,62.5
Minimal,25,40,frag=5,61,RMSD<2,PB-Filter -> gnina,83.61
Minimal,25,40,frag=6,25,RMSD<2,PB-Filter -> gnina,80.0
Minimal,25,40,frag=7,18,RMSD<2,PB-Filter -> gnina,50.0
Minimal,25,40,frag=8,15,RMSD<2,PB-Filter -> gnina,66.67
Minimal,25,40,frag=9,8,RMSD<2,PB-Filter -> gnina,50.0
Minimal,25,40,frag=10,3,RMSD<2,PB-Filter -> gnina,66.67
Minimal,25,40,frag=11,2,RMSD<2,PB-Filter -> gnina,50.0
Minimal,25,40,frag=12,1,RMSD<2,PB-Filter -> gnina,100.0
Minimal,25,40,frag=13,1,RMSD<2,PB-Filter -> gnina,0.0
Minimal,25,40,frag=14,2,RMSD<2,PB-Filter -> gnina,0.0
Minimal,25,40,alle,307,RMSD<2,Orakel,93.49
Minimal,25,40,frag=1,14,RMSD<2,Orakel,92.86
Minimal,25,40,frag=2,49,RMSD<2,Orakel,95.92
Minimal,25,40,frag=3,52,RMSD<2,Orakel,94.23
Minimal,25,40,frag=4,56,RMSD<2,Orakel,96.43
Minimal,25,40,frag=5,61,RMSD<2,Orakel,98.36
Minimal,25,40,frag=6,25,RMSD<2,Orakel,96.0
Minimal,25,40,frag=7,18,RMSD<2,Orakel,88.89
Minimal,25,40,frag=8,15,RMSD<2,Orakel,80.0
Minimal,25,40,frag=9,8,RMSD<2,Orakel,87.5
Minimal,25,40,frag=10,3,RMSD<2,Orakel,100.0
Minimal,25,40,frag=11,2,RMSD<2,Orakel,50.0
Minimal,25,40,frag=12,1,RMSD<2,Orakel,100.0
Minimal,25,40,frag=13,1,RMSD<2,Orakel,0.0
Minimal,25,40,frag=14,2,RMSD<2,Orakel,0.0
Minimal,25,40,alle,307,PB-valide,je Zug,27.2
Minimal,25,40,frag=1,14,PB-valide,je Zug,62.86
Minimal,25,40,frag=2,49,PB-valide,je Zug,39.8
Minimal,25,40,frag=3,52,PB-valide,je Zug,35.91
Minimal,25,40,frag=4,56,PB-valide,je Zug,26.07
Minimal,25,40,frag=5,61,PB-valide,je Zug,22.62
Minimal,25,40,frag=6,25,PB-valide,je Zug,17.6
Minimal,25,40,frag=7,18,PB-valide,je Zug,9.86
Minimal,25,40,frag=8,15,PB-valide,je Zug,10.5
Minimal,25,40,frag=9,8,PB-valide,je Zug,2.81
Minimal,25,40,frag=10,3,PB-valide,je Zug,0.83
Minimal,25,40,frag=11,2,PB-valide,je Zug,2.86
Minimal,25,40,frag=12,1,PB-valide,je Zug,7.5
Minimal,25,40,frag=13,1,PB-valide,je Zug,0.0
Minimal,25,40,frag=14,2,PB-valide,je Zug,0.0
Minimal,25,40,alle,307,PB-valide,nur gnina,55.7
Minimal,25,40,frag=1,14,PB-valide,nur gnina,100.0
Minimal,25,40,frag=2,49,PB-valide,nur gnina,79.59
Minimal,25,40,frag=3,52,PB-valide,nur gnina,71.15
Minimal,25,40,frag=4,56,PB-valide,nur gnina,57.14
Minimal,25,40,frag=5,61,PB-valide,nur gnina,45.9
Minimal,25,40,frag=6,25,PB-valide,nur gnina,44.0
Minimal,25,40,frag=7,18,PB-valide,nur gnina,33.33
Minimal,25,40,frag=8,15,PB-valide,nur gnina,26.67
Minimal,25,40,frag=9,8,PB-valide,nur gnina,0.0
Minimal,25,40,frag=10,3,PB-valide,nur gnina,0.0
Minimal,25,40,frag=11,2,PB-valide,nur gnina,0.0
Minimal,25,40,frag=12,1,PB-valide,nur gnina,0.0
Minimal,25,40,frag=13,1,PB-valide,nur gnina,0.0
Minimal,25,40,frag=14,2,PB-valide,nur gnina,0.0
Minimal,25,40,alle,307,PB-valide,Mixed Score (Paper),86.32
Minimal,25,40,frag=1,14,PB-valide,Mixed Score (Paper),100.0
Minimal,25,40,frag=2,49,PB-valide,Mixed Score (Paper),87.76
Minimal,25,40,frag=3,52,PB-valide,Mixed Score (Paper),98.08
Minimal,25,40,frag=4,56,PB-valide,Mixed Score (Paper),87.5
Minimal,25,40,frag=5,61,PB-valide,Mixed Score (Paper),86.89
Minimal,25,40,frag=6,25,PB-valide,Mixed Score (Paper),88.0
Minimal,25,40,frag=7,18,PB-valide,Mixed Score (Paper),77.78
Minimal,25,40,frag=8,15,PB-valide,Mixed Score (Paper),73.33
Minimal,25,40,frag=9,8,PB-valide,Mixed Score (Paper),62.5
Minimal,25,40,frag=10,3,PB-valide,Mixed Score (Paper),33.33
Minimal,25,40,frag=11,2,PB-valide,Mixed Score (Paper),50.0
Minimal,25,40,frag=12,1,PB-valide,Mixed Score (Paper),100.0
Minimal,25,40,frag=13,1,PB-valide,Mixed Score (Paper),0.0
Minimal,25,40,frag=14,2,PB-valide,Mixed Score (Paper),0.0
Minimal,25,40,alle,307,PB-valide,PB-Filter -> gnina,89.58
Minimal,25,40,frag=1,14,PB-valide,PB-Filter -> gnina,100.0
Minimal,25,40,frag=2,49,PB-valide,PB-Filter -> gnina,91.84
Minimal,25,40,frag=3,52,PB-valide,PB-Filter -> gnina,100.0
Minimal,25,40,frag=4,56,PB-valide,PB-Filter -> gnina,92.86
Minimal,25,40,frag=5,61,PB-valide,PB-Filter -> gnina,88.52
Minimal,25,40,frag=6,25,PB-valide,PB-Filter -> gnina,96.0
Minimal,25,40,frag=7,18,PB-valide,PB-Filter -> gnina,83.33
Minimal,25,40,frag=8,15,PB-valide,PB-Filter -> gnina,73.33
Minimal,25,40,frag=9,8,PB-valide,PB-Filter -> gnina,62.5
Minimal,25,40,frag=10,3,PB-valide,PB-Filter -> gnina,33.33
Minimal,25,40,frag=11,2,PB-valide,PB-Filter -> gnina,50.0
Minimal,25,40,frag=12,1,PB-valide,PB-Filter -> gnina,100.0
Minimal,25,40,frag=13,1,PB-valide,PB-Filter -> gnina,0.0
Minimal,25,40,frag=14,2,PB-valide,PB-Filter -> gnina,0.0
Minimal,25,40,alle,307,PB-valide,Orakel,89.58
Minimal,25,40,frag=1,14,PB-valide,Orakel,100.0
Minimal,25,40,frag=2,49,PB-valide,Orakel,91.84
Minimal,25,40,frag=3,52,PB-valide,Orakel,100.0
Minimal,25,40,frag=4,56,PB-valide,Orakel,92.86
Minimal,25,40,frag=5,61,PB-valide,Orakel,88.52
Minimal,25,40,frag=6,25,PB-valide,Orakel,96.0
Minimal,25,40,frag=7,18,PB-valide,Orakel,83.33
Minimal,25,40,frag=8,15,PB-valide,Orakel,73.33
Minimal,25,40,frag=9,8,PB-valide,Orakel,62.5
Minimal,25,40,frag=10,3,PB-valide,Orakel,33.33
Minimal,25,40,frag=11,2,PB-valide,Orakel,50.0
Minimal,25,40,frag=12,1,PB-valide,Orakel,100.0
Minimal,25,40,frag=13,1,PB-valide,Orakel,0.0
Minimal,25,40,frag=14,2,PB-valide,Orakel,0.0
Minimal,25,40,alle,307,RMSD<2 & PB,je Zug,16.75
Minimal,25,40,frag=1,14,RMSD<2 & PB,je Zug,26.43
Minimal,25,40,frag=2,49,RMSD<2 & PB,je Zug,26.38
Minimal,25,40,frag=3,52,RMSD<2 & PB,je Zug,21.73
Minimal,25,40,frag=4,56,RMSD<2 & PB,je Zug,16.52
Minimal,25,40,frag=5,61,RMSD<2 & PB,je Zug,14.51
Minimal,25,40,frag=6,25,RMSD<2 & PB,je Zug,13.5
Minimal,25,40,frag=7,18,RMSD<2 & PB,je Zug,6.25
Minimal,25,40,frag=8,15,RMSD<2 & PB,je Zug,5.0
Minimal,25,40,frag=9,8,RMSD<2 & PB,je Zug,0.94
Minimal,25,40,frag=10,3,RMSD<2 & PB,je Zug,0.83
Minimal,25,40,frag=11,2,RMSD<2 & PB,je Zug,1.43
Minimal,25,40,frag=12,1,RMSD<2 & PB,je Zug,2.5
Minimal,25,40,frag=13,1,RMSD<2 & PB,je Zug,0.0
Minimal,25,40,frag=14,2,RMSD<2 & PB,je Zug,0.0
Minimal,25,40,alle,307,RMSD<2 & PB,nur gnina,46.91
Minimal,25,40,frag=1,14,RMSD<2 & PB,nur gnina,78.57
Minimal,25,40,frag=2,49,RMSD<2 & PB,nur gnina,67.35
Minimal,25,40,frag=3,52,RMSD<2 & PB,nur gnina,63.46
Minimal,25,40,frag=4,56,RMSD<2 & PB,nur gnina,44.64
Minimal,25,40,frag=5,61,RMSD<2 & PB,nur gnina,40.98
Minimal,25,40,frag=6,25,RMSD<2 & PB,nur gnina,40.0
Minimal,25,40,frag=7,18,RMSD<2 & PB,nur gnina,16.67
Minimal,25,40,frag=8,15,RMSD<2 & PB,nur gnina,26.67
Minimal,25,40,frag=9,8,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,frag=10,3,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,frag=11,2,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,frag=12,1,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,frag=13,1,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,frag=14,2,RMSD<2 & PB,nur gnina,0.0
Minimal,25,40,alle,307,RMSD<2 & PB,Mixed Score (Paper),68.08
Minimal,25,40,frag=1,14,RMSD<2 & PB,Mixed Score (Paper),78.57
Minimal,25,40,frag=2,49,RMSD<2 & PB,Mixed Score (Paper),71.43
Minimal,25,40,frag=3,52,RMSD<2 & PB,Mixed Score (Paper),80.77
Minimal,25,40,frag=4,56,RMSD<2 & PB,Mixed Score (Paper),60.71
Minimal,25,40,frag=5,61,RMSD<2 & PB,Mixed Score (Paper),72.13
Minimal,25,40,frag=6,25,RMSD<2 & PB,Mixed Score (Paper),80.0
Minimal,25,40,frag=7,18,RMSD<2 & PB,Mixed Score (Paper),44.44
Minimal,25,40,frag=8,15,RMSD<2 & PB,Mixed Score (Paper),60.0
Minimal,25,40,frag=9,8,RMSD<2 & PB,Mixed Score (Paper),37.5
Minimal,25,40,frag=10,3,RMSD<2 & PB,Mixed Score (Paper),33.33
Minimal,25,40,frag=11,2,RMSD<2 & PB,Mixed Score (Paper),50.0
Minimal,25,40,frag=12,1,RMSD<2 & PB,Mixed Score (Paper),100.0
Minimal,25,40,frag=13,1,RMSD<2 & PB,Mixed Score (Paper),0.0
Minimal,25,40,frag=14,2,RMSD<2 & PB,Mixed Score (Paper),0.0
Minimal,25,40,alle,307,RMSD<2 & PB,PB-Filter -> gnina,69.38
Minimal,25,40,frag=1,14,RMSD<2 & PB,PB-Filter -> gnina,78.57
Minimal,25,40,frag=2,49,RMSD<2 & PB,PB-Filter -> gnina,75.51
Minimal,25,40,frag=3,52,RMSD<2 & PB,PB-Filter -> gnina,80.77
Minimal,25,40,frag=4,56,RMSD<2 & PB,PB-Filter -> gnina,62.5
Minimal,25,40,frag=5,61,RMSD<2 & PB,PB-Filter -> gnina,73.77
Minimal,25,40,frag=6,25,RMSD<2 & PB,PB-Filter -> gnina,80.0
Minimal,25,40,frag=7,18,RMSD<2 & PB,PB-Filter -> gnina,44.44
Minimal,25,40,frag=8,15,RMSD<2 & PB,PB-Filter -> gnina,60.0
Minimal,25,40,frag=9,8,RMSD<2 & PB,PB-Filter -> gnina,37.5
Minimal,25,40,frag=10,3,RMSD<2 & PB,PB-Filter -> gnina,33.33
Minimal,25,40,frag=11,2,RMSD<2 & PB,PB-Filter -> gnina,50.0
Minimal,25,40,frag=12,1,RMSD<2 & PB,PB-Filter -> gnina,100.0
Minimal,25,40,frag=13,1,RMSD<2 & PB,PB-Filter -> gnina,0.0
Minimal,25,40,frag=14,2,RMSD<2 & PB,PB-Filter -> gnina,0.0
Minimal,25,40,alle,307,RMSD<2 & PB,Orakel,78.5
Minimal,25,40,frag=1,14,RMSD<2 & PB,Orakel,92.86
Minimal,25,40,frag=2,49,RMSD<2 & PB,Orakel,89.8
Minimal,25,40,frag=3,52,RMSD<2 & PB,Orakel,86.54
Minimal,25,40,frag=4,56,RMSD<2 & PB,Orakel,78.57
Minimal,25,40,frag=5,61,RMSD<2 & PB,Orakel,78.69
Minimal,25,40,frag=6,25,RMSD<2 & PB,Orakel,84.0
Minimal,25,40,frag=7,18,RMSD<2 & PB,Orakel,61.11
Minimal,25,40,frag=8,15,RMSD<2 & PB,Orakel,60.0
Minimal,25,40,frag=9,8,RMSD<2 & PB,Orakel,37.5
Minimal,25,40,frag=10,3,RMSD<2 & PB,Orakel,33.33
Minimal,25,40,frag=11,2,RMSD<2 & PB,Orakel,50.0
Minimal,25,40,frag=12,1,RMSD<2 & PB,Orakel,100.0
Minimal,25,40,frag=13,1,RMSD<2 & PB,Orakel,0.0
Minimal,25,40,frag=14,2,RMSD<2 & PB,Orakel,0.0
Minimal,5,200,alle,307,RMSD<2,je Zug,44.13
Minimal,5,200,frag=1,14,RMSD<2,je Zug,33.75
Minimal,5,200,frag=2,49,RMSD<2,je Zug,52.29
Minimal,5,200,frag=3,52,RMSD<2,je Zug,47.91
Minimal,5,200,frag=4,56,RMSD<2,je Zug,46.84
Minimal,5,200,frag=5,61,RMSD<2,je Zug,47.49
Minimal,5,200,frag=6,25,RMSD<2,je Zug,53.96
Minimal,5,200,frag=7,18,RMSD<2,je Zug,29.47
Minimal,5,200,frag=8,15,RMSD<2,je Zug,24.33
Minimal,5,200,frag=9,8,RMSD<2,je Zug,22.75
Minimal,5,200,frag=10,3,RMSD<2,je Zug,6.67
Minimal,5,200,frag=11,2,RMSD<2,je Zug,15.79
Minimal,5,200,frag=12,1,RMSD<2,je Zug,22.0
Minimal,5,200,frag=13,1,RMSD<2,je Zug,0.0
Minimal,5,200,frag=14,2,RMSD<2,je Zug,1.0
Minimal,5,200,alle,307,RMSD<2,nur gnina,75.24
Minimal,5,200,frag=1,14,RMSD<2,nur gnina,78.57
Minimal,5,200,frag=2,49,RMSD<2,nur gnina,77.55
Minimal,5,200,frag=3,52,RMSD<2,nur gnina,80.77
Minimal,5,200,frag=4,56,RMSD<2,nur gnina,67.86
Minimal,5,200,frag=5,61,RMSD<2,nur gnina,86.89
Minimal,5,200,frag=6,25,RMSD<2,nur gnina,88.0
Minimal,5,200,frag=7,18,RMSD<2,nur gnina,61.11
Minimal,5,200,frag=8,15,RMSD<2,nur gnina,53.33
Minimal,5,200,frag=9,8,RMSD<2,nur gnina,50.0
Minimal,5,200,frag=10,3,RMSD<2,nur gnina,66.67
Minimal,5,200,frag=11,2,RMSD<2,nur gnina,50.0
Minimal,5,200,frag=12,1,RMSD<2,nur gnina,100.0
Minimal,5,200,frag=13,1,RMSD<2,nur gnina,0.0
Minimal,5,200,frag=14,2,RMSD<2,nur gnina,0.0
Minimal,5,200,alle,307,RMSD<2,Mixed Score (Paper),77.52
Minimal,5,200,frag=1,14,RMSD<2,Mixed Score (Paper),78.57
Minimal,5,200,frag=2,49,RMSD<2,Mixed Score (Paper),77.55
Minimal,5,200,frag=3,52,RMSD<2,Mixed Score (Paper),84.62
Minimal,5,200,frag=4,56,RMSD<2,Mixed Score (Paper),71.43
Minimal,5,200,frag=5,61,RMSD<2,Mixed Score (Paper),90.16
Minimal,5,200,frag=6,25,RMSD<2,Mixed Score (Paper),88.0
Minimal,5,200,frag=7,18,RMSD<2,Mixed Score (Paper),72.22
Minimal,5,200,frag=8,15,RMSD<2,Mixed Score (Paper),60.0
Minimal,5,200,frag=9,8,RMSD<2,Mixed Score (Paper),50.0
Minimal,5,200,frag=10,3,RMSD<2,Mixed Score (Paper),33.33
Minimal,5,200,frag=11,2,RMSD<2,Mixed Score (Paper),50.0
Minimal,5,200,frag=12,1,RMSD<2,Mixed Score (Paper),0.0
Minimal,5,200,frag=13,1,RMSD<2,Mixed Score (Paper),0.0
Minimal,5,200,frag=14,2,RMSD<2,Mixed Score (Paper),0.0
Minimal,5,200,alle,307,RMSD<2,PB-Filter -> gnina,76.22
Minimal,5,200,frag=1,14,RMSD<2,PB-Filter -> gnina,78.57
Minimal,5,200,frag=2,49,RMSD<2,PB-Filter -> gnina,79.59
Minimal,5,200,frag=3,52,RMSD<2,PB-Filter -> gnina,84.62
Minimal,5,200,frag=4,56,RMSD<2,PB-Filter -> gnina,69.64
Minimal,5,200,frag=5,61,RMSD<2,PB-Filter -> gnina,91.8
Minimal,5,200,frag=6,25,RMSD<2,PB-Filter -> gnina,88.0
Minimal,5,200,frag=7,18,RMSD<2,PB-Filter -> gnina,66.67
Minimal,5,200,frag=8,15,RMSD<2,PB-Filter -> gnina,46.67
Minimal,5,200,frag=9,8,RMSD<2,PB-Filter -> gnina,12.5
Minimal,5,200,frag=10,3,RMSD<2,PB-Filter -> gnina,66.67
Minimal,5,200,frag=11,2,RMSD<2,PB-Filter -> gnina,50.0
Minimal,5,200,frag=12,1,RMSD<2,PB-Filter -> gnina,0.0
Minimal,5,200,frag=13,1,RMSD<2,PB-Filter -> gnina,0.0
Minimal,5,200,frag=14,2,RMSD<2,PB-Filter -> gnina,0.0
Minimal,5,200,alle,307,RMSD<2,Orakel,97.72
Minimal,5,200,frag=1,14,RMSD<2,Orakel,100.0
Minimal,5,200,frag=2,49,RMSD<2,Orakel,100.0
Minimal,5,200,frag=3,52,RMSD<2,Orakel,100.0
Minimal,5,200,frag=4,56,RMSD<2,Orakel,98.21
Minimal,5,200,frag=5,61,RMSD<2,Orakel,100.0
Minimal,5,200,frag=6,25,RMSD<2,Orakel,96.0
Minimal,5,200,frag=7,18,RMSD<2,Orakel,94.44
Minimal,5,200,frag=8,15,RMSD<2,Orakel,86.67
Minimal,5,200,frag=9,8,RMSD<2,Orakel,100.0
Minimal,5,200,frag=10,3,RMSD<2,Orakel,100.0
Minimal,5,200,frag=11,2,RMSD<2,Orakel,100.0
Minimal,5,200,frag=12,1,RMSD<2,Orakel,100.0
Minimal,5,200,frag=13,1,RMSD<2,Orakel,0.0
Minimal,5,200,frag=14,2,RMSD<2,Orakel,50.0
Minimal,5,200,alle,307,PB-valide,je Zug,20.81
Minimal,5,200,frag=1,14,PB-valide,je Zug,56.71
Minimal,5,200,frag=2,49,PB-valide,je Zug,34.18
Minimal,5,200,frag=3,52,PB-valide,je Zug,29.21
Minimal,5,200,frag=4,56,PB-valide,je Zug,20.24
Minimal,5,200,frag=5,61,PB-valide,je Zug,12.95
