arm,nfe,complex,n,basis,q0.25@1.0,q0.5@1.0,q1.0@1.0,q0.25@2.0,q0.5@2.0,q1.0@2.0
Separate,5,1Y6B_AAX,200,True,True,True,True,True,True,False
Separate,5,1YGC_905,200,True,True,True,True,True,True,True
Separate,5,1YQY_915,200,True,True,True,True,True,True,True
Separate,5,1YV3_BIT,200,True,True,True,True,True,True,True
Separate,5,1YVF_PH7,200,True,True,True,True,True,True,True
Separate,5,1YWR_LI9,200,True,True,True,True,True,True,True
Separate,5,1Z95_198,200,True,True,True,True,True,True,True
Separate,5,2BM2_PM2,200,True,True,True,True,True,True,True
Separate,5,2BR1_PFP,200,True,True,True,True,True,True,True
Separate,5,2BSM_BSM,200,True,True,True,True,True,True,True
