complex,n_frag,arm,nfe,n_posen,trefferquote,n_moden,groesster_modus,groesster_richtig,entropie,abdeckung_richtig,d_zentrum_richtig,d_zentrum_falsch
1R58_AO5,7,Separate,25,40,0.425,11,0.4,False,0.4546,0.325,0.524,0.979
1R58_AO5,7,Separate,5,200,0.54,21,0.375,True,0.3297,0.375,0.556,0.965
1R9O_FLP,3,SigmaDock,25,40,0.95,1,1.0,True,-0.0,1.0,0.33,0.158
1R9O_FLP,3,SigmaDock,5,40,0.125,35,0.1,True,0.9436,0.1,0.643,11.651
1R9O_FLP,3,Minimal,25,40,0.6,6,0.475,True,0.3479,0.475,0.423,0.67
1R9O_FLP,3,Minimal,5,200,0.58,11,0.57,True,0.2467,0.57,0.388,0.507
1R9O_FLP,3,Separate,25,40,0.875,2,0.5,True,0.1879,0.5,0.348,0.376
1R9O_FLP,3,Separate,5,200,0.73,7,0.575,True,0.1812,0.575,0.313,0.402
1S19_MC9,4,SigmaDock,25,40,0.75,2,0.725,True,0.1594,0.725,0.18,0.358
1S19_MC9,4,SigmaDock,5,40,0.125,34,0.1,False,0.9342,0.05,0.408,10.576
1S19_MC9,4,Minimal,25,40,0.475,9,0.4,True,0.457,0.4,0.253,0.5
1S19_MC9,4,Minimal,5,200,0.455,18,0.335,False,0.337,0.29,0.225,0.404
1S19_MC9,4,Separate,25,40,0.45,6,0.375,True,0.3991,0.375,0.257,0.294
1S19_MC9,4,Separate,5,200,0.555,12,0.43,True,0.2792,0.43,0.218,0.332
1S3V_TQD,6,SigmaDock,25,40,0.5,6,0.3,True,0.4601,0.3,0.439,0.786
1S3V_TQD,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,14.323
1S3V_TQD,6,Minimal,25,40,0.35,10,0.25,False,0.5497,0.2,0.454,0.644
1S3V_TQD,6,Minimal,5,200,0.335,16,0.185,False,0.4093,0.13,0.405,0.641
1S3V_TQD,6,Separate,25,40,0.275,9,0.275,False,0.5151,0.125,0.384,0.757
1S3V_TQD,6,Separate,5,200,0.25,20,0.245,False,0.4284,0.075,0.395,0.634
1SG0_STL,3,SigmaDock,25,40,0.55,4,0.3,True,0.3731,0.3,0.473,0.905
1SG0_STL,3,SigmaDock,5,40,0.2,33,0.1,True,0.9154,0.1,0.591,14.123
1SG0_STL,3,Minimal,25,40,0.85,4,0.45,True,0.3021,0.45,0.48,0.591
1SG0_STL,3,Minimal,5,200,0.845,6,0.44,True,0.2107,0.44,0.441,0.602
1SG0_STL,3,Separate,25,40,0.85,4,0.475,True,0.2986,0.475,0.631,0.866
1SG0_STL,3,Separate,5,200,0.81,8,0.405,True,0.243,0.405,0.634,0.907
1SJ0_E4D,5,SigmaDock,25,40,0.975,2,0.975,True,0.0317,0.975,0.312,0.092
1SJ0_E4D,5,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.611,11.858
1SJ0_E4D,5,Minimal,25,40,0.775,5,0.725,True,0.243,0.725,0.336,0.328
1SJ0_E4D,5,Minimal,5,200,0.84,10,0.83,True,0.1285,0.83,0.28,0.368
1SJ0_E4D,5,Separate,25,40,0.85,6,0.85,True,0.1781,0.85,0.359,0.691
1SJ0_E4D,5,Separate,5,200,0.925,11,0.91,True,0.0943,0.91,0.307,0.555
1SQ5_PAU,6,SigmaDock,25,40,0.1,8,0.4,False,0.428,0.075,0.78,1.045
1SQ5_PAU,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.148
1SQ5_PAU,6,Minimal,25,40,0.35,15,0.325,True,0.6166,0.325,0.509,0.857
1SQ5_PAU,6,Minimal,5,200,0.34,27,0.24,False,0.4782,0.24,0.593,0.77
1SQ5_PAU,6,Separate,25,40,0.125,22,0.125,False,0.7876,0.05,0.809,1.085
1SQ5_PAU,6,Separate,5,200,0.23,43,0.16,True,0.5977,0.16,0.668,1.017
1SQN_NDR,1,SigmaDock,25,40,0.85,2,0.85,True,0.1146,0.85,32.241,31.999
1SQN_NDR,1,SigmaDock,5,40,0.325,21,0.325,True,0.6723,0.325,32.345,55.593
1SQN_NDR,1,Minimal,25,40,0.65,3,0.65,True,0.2323,0.65,32.343,32.196
1SQN_NDR,1,Minimal,5,200,0.52,11,0.525,True,0.2439,0.525,32.324,32.272
1SQN_NDR,1,Separate,25,40,0.775,3,0.8,True,0.1561,0.8,32.397,32.189
1SQN_NDR,1,Separate,5,200,0.77,7,0.77,True,0.1354,0.77,32.445,32.336
1T40_ID5,4,SigmaDock,25,40,0.45,3,0.525,False,0.2141,0.45,0.447,0.591
1T40_ID5,4,SigmaDock,5,40,0.025,38,0.075,False,0.9777,0.025,1.257,13.158
1T40_ID5,4,Minimal,25,40,0.125,18,0.15,False,0.713,0.125,0.47,0.87
1T40_ID5,4,Minimal,5,200,0.24,50,0.24,True,0.5648,0.24,0.58,0.819
1T40_ID5,4,Separate,25,40,0.125,15,0.2,False,0.6459,0.125,0.573,0.657
1T40_ID5,4,Separate,5,200,0.16,50,0.155,True,0.5868,0.155,0.461,0.735
1T46_STI,5,SigmaDock,25,40,1.0,1,1.0,True,-0.0,1.0,0.453,
1T46_STI,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.495
1T46_STI,5,Minimal,25,40,0.875,4,0.675,True,0.2182,0.675,0.437,0.727
1T46_STI,5,Minimal,5,200,0.895,10,0.56,True,0.2034,0.56,0.405,0.778
1T46_STI,5,Separate,25,40,0.9,4,0.65,True,0.2475,0.65,0.412,1.094
1T46_STI,5,Separate,5,200,0.945,6,0.71,True,0.1389,0.71,0.343,0.758
1T9B_1CS,5,SigmaDock,25,40,0.175,6,0.375,False,0.4296,0.175,43.086,43.196
1T9B_1CS,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,44.901
1T9B_1CS,5,Minimal,25,40,0.35,11,0.225,True,0.5459,0.225,42.949,42.927
1T9B_1CS,5,Minimal,5,200,0.375,20,0.45,True,0.3399,0.45,42.934,42.935
1T9B_1CS,5,Separate,25,40,0.175,17,0.225,False,0.6787,0.15,42.759,42.838
1T9B_1CS,5,Separate,5,200,0.3,43,0.21,True,0.5007,0.205,42.839,42.817
1TOW_CRZ,3,SigmaDock,25,40,0.975,3,0.5,True,0.2148,0.5,0.203,0.86
1TOW_CRZ,3,SigmaDock,5,40,0.375,26,0.2,True,0.7956,0.2,0.494,11.398
1TOW_CRZ,3,Minimal,25,40,0.875,5,0.475,True,0.2979,0.475,0.303,0.794
1TOW_CRZ,3,Minimal,5,200,0.78,13,0.405,True,0.2871,0.405,0.287,0.599
1TOW_CRZ,3,Separate,25,40,0.95,3,0.525,True,0.2309,0.525,0.311,0.992
1TOW_CRZ,3,Separate,5,200,0.92,10,0.465,True,0.2029,0.465,0.237,0.647
1TT1_KAI,4,SigmaDock,25,40,0.95,2,0.95,True,0.0538,0.95,0.156,0.506
1TT1_KAI,4,SigmaDock,5,40,0.1,38,0.075,True,0.9777,0.075,0.607,19.844
1TT1_KAI,4,Minimal,25,40,0.975,3,0.925,True,0.0852,0.925,0.299,0.489
1TT1_KAI,4,Minimal,5,200,0.98,3,0.985,True,0.0165,0.985,0.232,0.599
1TT1_KAI,4,Separate,25,40,0.975,2,0.975,True,0.0317,0.975,0.312,0.277
1TT1_KAI,4,Separate,5,200,0.98,4,0.98,True,0.0224,0.98,0.241,0.54
1TZ8_DES,4,SigmaDock,25,40,0.425,9,0.25,True,0.4963,0.25,0.767,0.685
1TZ8_DES,4,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.265
1TZ8_DES,4,Minimal,25,40,0.275,20,0.15,False,0.7545,0.1,0.659,0.696
1TZ8_DES,4,Minimal,5,200,0.295,58,0.11,False,0.6753,0.06,0.554,0.722
1TZ8_DES,4,Separate,25,40,0.325,16,0.25,False,0.6566,0.125,0.626,0.756
1TZ8_DES,4,Separate,5,200,0.425,32,0.215,False,0.4662,0.18,0.657,0.712
1U1C_BAU,4,SigmaDock,25,40,0.5,8,0.5,True,0.3909,0.5,45.995,46.344
1U1C_BAU,4,SigmaDock,5,40,0.1,37,0.1,True,0.9624,0.1,45.961,48.272
1U1C_BAU,4,Minimal,25,40,0.325,9,0.25,False,0.509,0.2,46.001,46.315
1U1C_BAU,4,Minimal,5,200,0.385,43,0.335,True,0.5066,0.335,45.994,46.356
1U1C_BAU,4,Separate,25,40,0.8,7,0.8,True,0.2296,0.8,45.729,46.465
1U1C_BAU,4,Separate,5,200,0.795,19,0.785,True,0.1994,0.785,45.819,46.155
1U4D_DBQ,1,SigmaDock,25,40,0.325,5,0.525,False,0.309,0.325,0.548,0.662
1U4D_DBQ,1,SigmaDock,5,40,0.2,24,0.225,False,0.7438,0.2,0.541,38.064
1U4D_DBQ,1,Minimal,25,40,0.55,7,0.55,True,0.3947,0.55,0.428,0.614
1U4D_DBQ,1,Minimal,5,200,0.44,18,0.44,True,0.3327,0.44,0.476,0.665
1U4D_DBQ,1,Separate,25,40,0.45,8,0.4,True,0.417,0.4,0.484,0.828
1U4D_DBQ,1,Separate,5,200,0.395,25,0.36,True,0.3783,0.36,0.416,0.643
1UML_FR4,7,SigmaDock,25,40,0.925,2,0.925,True,0.0722,0.925,0.397,0.561
1UML_FR4,7,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,9.851
1UML_FR4,7,Minimal,25,40,0.875,7,0.775,True,0.2468,0.775,0.404,0.54
1UML_FR4,7,Minimal,5,200,0.815,22,0.815,True,0.1854,0.815,0.433,0.682
1UML_FR4,7,Separate,25,40,0.9,6,0.85,True,0.1781,0.85,0.371,0.759
1UML_FR4,7,Separate,5,200,0.86,19,0.815,True,0.1843,0.815,0.406,0.646
1UNL_RRC,5,SigmaDock,25,40,0.875,2,0.875,True,0.1021,0.875,0.236,0.648
1UNL_RRC,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.893
1UNL_RRC,5,Minimal,25,40,0.775,11,0.75,True,0.3085,0.75,0.332,0.587
1UNL_RRC,5,Minimal,5,200,0.86,19,0.84,True,0.1652,0.84,0.29,0.554
1UNL_RRC,5,Separate,25,40,0.95,4,0.925,True,0.0945,0.925,0.304,0.338
1UNL_RRC,5,Separate,5,200,0.905,14,0.905,True,0.1042,0.905,0.261,0.476
1UOU_CMU,2,SigmaDock,25,40,0.45,3,0.525,False,0.2141,0.45,0.2,0.275
1UOU_CMU,2,SigmaDock,5,40,0.225,25,0.25,True,0.7617,0.25,0.527,14.111
1UOU_CMU,2,Minimal,25,40,0.5,4,0.575,True,0.2515,0.575,0.31,0.511
1UOU_CMU,2,Minimal,5,200,0.52,9,0.53,True,0.1784,0.53,0.222,0.284
1UOU_CMU,2,Separate,25,40,0.725,5,0.75,True,0.2162,0.75,0.285,0.529
1UOU_CMU,2,Separate,5,200,0.715,8,0.725,True,0.1489,0.725,0.212,0.299
1V0P_PVB,6,SigmaDock,25,40,0.725,9,0.75,True,0.2862,0.75,50.757,50.332
1V0P_PVB,6,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,50.377,54.709
1V0P_PVB,6,Minimal,25,40,0.725,9,0.75,True,0.2897,0.75,50.58,50.64
1V0P_PVB,6,Minimal,5,200,0.765,26,0.75,True,0.2465,0.75,50.623,50.444
1V0P_PVB,6,Separate,25,40,0.8,7,0.825,True,0.2086,0.825,50.636,50.225
1V0P_PVB,6,Separate,5,200,0.765,25,0.805,True,0.2023,0.805,50.641,50.534
1V48_HA1,4,SigmaDock,25,40,0.9,2,0.9,True,0.0881,0.9,0.327,0.43
1V48_HA1,4,SigmaDock,5,40,0.175,35,0.15,True,0.9271,0.15,0.692,14.036
1V48_HA1,4,Minimal,25,40,0.725,3,0.725,True,0.1822,0.725,0.356,0.436
1V48_HA1,4,Minimal,5,200,0.76,6,0.755,True,0.1325,0.755,0.294,0.389
1V48_HA1,4,Separate,25,40,0.8,4,0.775,True,0.1862,0.775,0.296,0.464
1V48_HA1,4,Separate,5,200,0.835,6,0.81,True,0.1248,0.81,0.229,0.318
1V4S_MRK,4,SigmaDock,25,40,0.825,3,0.875,True,0.1191,0.875,0.247,1.038
1V4S_MRK,4,SigmaDock,5,40,0.05,40,0.025,False,1.0,0.025,0.733,11.903
1V4S_MRK,4,Minimal,25,40,0.675,10,0.675,True,0.3558,0.675,0.422,0.674
1V4S_MRK,4,Minimal,5,200,0.675,19,0.66,True,0.2715,0.66,0.313,0.716
1V4S_MRK,4,Separate,25,40,0.775,5,0.775,True,0.2057,0.775,0.387,0.618
1V4S_MRK,4,Separate,5,200,0.785,12,0.75,True,0.1914,0.75,0.341,0.719
1VCJ_IBA,7,SigmaDock,25,40,0.475,3,0.375,True,0.2956,0.375,0.202,0.259
1VCJ_IBA,7,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.108
1VCJ_IBA,7,Minimal,25,40,0.5,9,0.4,True,0.4551,0.4,0.401,0.492
1VCJ_IBA,7,Minimal,5,200,0.495,24,0.385,True,0.3759,0.385,0.383,0.47
1VCJ_IBA,7,Separate,25,40,0.35,9,0.25,False,0.4929,0.2,0.357,0.447
1VCJ_IBA,7,Separate,5,200,0.52,17,0.325,False,0.3425,0.205,0.314,0.354
1W1P_GIO,1,SigmaDock,25,40,0.4,2,0.6,False,0.1824,0.4,64.48,64.521
1W1P_GIO,1,SigmaDock,5,40,0.3,19,0.325,True,0.618,0.325,64.594,68.6
1W1P_GIO,1,Minimal,25,40,0.525,3,0.525,True,0.2141,0.525,64.539,64.588
1W1P_GIO,1,Minimal,5,200,0.46,8,0.46,False,0.2073,0.44,64.56,64.515
1W1P_GIO,1,Separate,25,40,0.625,4,0.625,True,0.2432,0.625,64.566,64.546
1W1P_GIO,1,Separate,5,200,0.485,8,0.51,True,0.2066,0.51,64.527,64.48
1W2G_THM,3,SigmaDock,25,40,0.975,2,0.975,True,0.0317,0.975,0.524,0.917
1W2G_THM,3,SigmaDock,5,40,0.2,34,0.175,True,0.9077,0.175,0.893,17.672
1W2G_THM,3,Minimal,25,40,0.45,4,0.45,True,0.3413,0.45,0.549,0.735
1W2G_THM,3,Minimal,5,200,0.44,4,0.6,True,0.1372,0.6,0.601,0.771
1W2G_THM,3,Separate,25,40,0.825,3,0.825,True,0.1581,0.825,0.491,0.749
1W2G_THM,3,Separate,5,200,0.725,3,0.805,True,0.0975,0.805,0.507,0.625
1X8X_TYR,3,SigmaDock,25,40,1.0,1,1.0,True,-0.0,1.0,0.699,
1X8X_TYR,3,SigmaDock,5,40,0.275,31,0.2,True,0.8649,0.2,1.001,17.103
1X8X_TYR,3,Minimal,25,40,1.0,1,1.0,True,-0.0,1.0,0.48,
1X8X_TYR,3,Minimal,5,200,0.965,5,0.965,True,0.0371,0.965,0.456,0.724
1X8X_TYR,3,Separate,25,40,0.975,3,0.95,True,0.0632,0.95,0.395,0.657
1X8X_TYR,3,Separate,5,200,0.94,7,0.945,True,0.0549,0.945,0.344,0.815
1XM6_5RM,4,SigmaDock,25,40,0.975,2,0.975,True,0.0317,0.975,0.224,0.219
1XM6_5RM,4,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.43,13.131
1XM6_5RM,4,Minimal,25,40,0.8,4,0.875,True,0.1343,0.875,0.346,0.571
1XM6_5RM,4,Minimal,5,200,0.89,4,0.965,True,0.0339,0.965,0.343,0.545
1XM6_5RM,4,Separate,25,40,0.85,2,0.95,True,0.0538,0.95,0.295,0.424
1XM6_5RM,4,Separate,5,200,0.905,4,0.925,True,0.0634,0.925,0.263,0.46
1XOQ_ROF,5,SigmaDock,25,40,0.625,11,0.375,True,0.4993,0.375,0.363,1.0
1XOQ_ROF,5,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.68,10.636
1XOQ_ROF,5,Minimal,25,40,0.95,5,0.55,True,0.2638,0.55,0.4,0.574
1XOQ_ROF,5,Minimal,5,200,0.84,13,0.44,True,0.2424,0.44,0.349,0.832
1XOQ_ROF,5,Separate,25,40,0.825,4,0.475,True,0.2976,0.475,0.362,0.77
1XOQ_ROF,5,Separate,5,200,0.82,13,0.465,True,0.2522,0.465,0.327,0.724
1XOZ_CIA,2,SigmaDock,25,40,0.425,5,0.45,False,0.2854,0.45,0.509,0.703
1XOZ_CIA,2,SigmaDock,5,40,0.05,37,0.05,False,0.9718,0.05,0.931,16.233
1XOZ_CIA,2,Minimal,25,40,0.325,13,0.4,True,0.5184,0.4,0.344,0.608
1XOZ_CIA,2,Minimal,5,200,0.435,34,0.48,True,0.3799,0.48,0.472,0.604
1XOZ_CIA,2,Separate,25,40,0.175,11,0.4,False,0.4991,0.15,0.458,0.657
1XOZ_CIA,2,Separate,5,200,0.385,33,0.385,True,0.4271,0.385,0.439,0.621
1Y6B_AAX,7,SigmaDock,25,40,0.475,12,0.475,True,0.5006,0.475,0.192,0.727
1Y6B_AAX,7,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,11.114
1Y6B_AAX,7,Minimal,25,40,0.55,15,0.425,True,0.5537,0.425,0.346,1.034
1Y6B_AAX,7,Minimal,5,200,0.64,30,0.49,True,0.3901,0.49,0.344,0.917
1Y6B_AAX,7,Separate,25,40,0.6,10,0.625,True,0.3889,0.625,0.347,0.664
1Y6B_AAX,7,Separate,5,200,0.59,44,0.555,True,0.4151,0.555,0.33,0.817
1YGC_905,8,SigmaDock,25,40,0.05,17,0.2,False,0.681,0.05,0.393,1.456
1YGC_905,8,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,11.47
1YGC_905,8,Minimal,25,40,0.15,22,0.2,False,0.748,0.175,0.376,1.148
1YGC_905,8,Minimal,5,200,0.02,93,0.075,False,0.7914,0.025,0.425,1.219
1YGC_905,8,Separate,25,40,0.1,24,0.125,False,0.8127,0.075,0.478,1.006
1YGC_905,8,Separate,5,200,0.05,84,0.075,False,0.7599,0.025,0.756,1.098
1YQY_915,4,SigmaDock,25,40,1.0,1,1.0,True,-0.0,1.0,0.244,
1YQY_915,4,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.44,12.08
1YQY_915,4,Minimal,25,40,0.975,2,0.975,True,0.0317,0.975,0.311,1.475
1YQY_915,4,Minimal,5,200,0.98,3,0.99,True,0.0119,0.99,0.223,0.427
1YQY_915,4,Separate,25,40,1.0,1,1.0,True,-0.0,1.0,0.285,
1YQY_915,4,Separate,5,200,0.96,6,0.97,True,0.0343,0.97,0.242,0.632
1YV3_BIT,2,SigmaDock,25,40,0.0,1,1.0,False,-0.0,,,0.409
1YV3_BIT,2,SigmaDock,5,40,0.025,29,0.275,False,0.8118,0.025,0.874,17.532
1YV3_BIT,2,Minimal,25,40,0.75,7,0.75,True,0.254,0.75,0.414,0.838
1YV3_BIT,2,Minimal,5,200,0.68,12,0.69,True,0.2057,0.69,0.427,0.648
1YV3_BIT,2,Separate,25,40,0.5,4,0.5,True,0.2414,0.5,0.353,0.504
1YV3_BIT,2,Separate,5,200,0.5,15,0.495,True,0.245,0.495,0.351,0.468
1YVF_PH7,5,SigmaDock,25,40,0.925,2,0.925,True,0.0722,0.925,0.339,1.133
1YVF_PH7,5,SigmaDock,5,40,0.025,39,0.05,False,0.9906,0.025,1.246,9.085
1YVF_PH7,5,Minimal,25,40,0.9,5,0.5,True,0.2839,0.5,0.388,0.497
1YVF_PH7,5,Minimal,5,200,0.88,14,0.5,True,0.2142,0.5,0.3,0.641
1YVF_PH7,5,Separate,25,40,0.775,10,0.45,True,0.397,0.45,0.459,0.74
1YVF_PH7,5,Separate,5,200,0.815,20,0.515,True,0.2687,0.515,0.502,0.834
1YWR_LI9,6,SigmaDock,25,40,0.8,4,0.8,True,0.1845,0.8,0.336,0.663
1YWR_LI9,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.57
1YWR_LI9,6,Minimal,25,40,0.825,8,0.725,True,0.2912,0.725,0.405,0.751
1YWR_LI9,6,Minimal,5,200,0.795,22,0.805,True,0.1963,0.805,0.389,0.594
1YWR_LI9,6,Separate,25,40,0.65,10,0.625,True,0.3623,0.625,0.385,0.62
1YWR_LI9,6,Separate,5,200,0.575,30,0.615,True,0.3023,0.615,0.351,0.586
1Z95_198,6,SigmaDock,25,40,0.6,3,0.6,True,0.2498,0.6,0.36,0.555
1Z95_198,6,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.873,10.152
1Z95_198,6,Minimal,25,40,0.425,8,0.425,True,0.4006,0.425,0.302,0.55
1Z95_198,6,Minimal,5,200,0.63,11,0.605,True,0.2179,0.605,0.305,0.525
1Z95_198,6,Separate,25,40,0.65,5,0.625,True,0.2665,0.625,0.283,0.478
1Z95_198,6,Separate,5,200,0.685,13,0.65,True,0.1951,0.65,0.298,0.43
2BM2_PM2,6,SigmaDock,25,40,0.325,6,0.325,False,0.4016,0.25,0.52,1.533
2BM2_PM2,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,40.064
2BM2_PM2,6,Minimal,25,40,0.3,16,0.175,False,0.6769,0.15,0.543,0.877
2BM2_PM2,6,Minimal,5,200,0.355,33,0.215,True,0.4941,0.215,0.458,0.864
2BM2_PM2,6,Separate,25,40,0.225,18,0.15,False,0.7269,0.075,0.578,1.238
2BM2_PM2,6,Separate,5,200,0.25,40,0.14,False,0.578,0.12,0.575,1.028
2BR1_PFP,6,SigmaDock,25,40,0.7,2,0.7,True,0.1656,0.7,0.431,0.512
2BR1_PFP,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,12.076
2BR1_PFP,6,Minimal,25,40,0.6,6,0.575,True,0.3235,0.575,0.408,0.433
2BR1_PFP,6,Minimal,5,200,0.65,12,0.64,True,0.2198,0.64,0.319,0.518
2BR1_PFP,6,Separate,25,40,0.725,9,0.7,True,0.323,0.7,0.401,0.574
2BR1_PFP,6,Separate,5,200,0.66,16,0.655,True,0.2508,0.655,0.359,0.507
2BSM_BSM,6,SigmaDock,25,40,0.8,3,0.8,True,0.1661,0.8,0.269,0.904
2BSM_BSM,6,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.837,8.791
2BSM_BSM,6,Minimal,25,40,0.925,3,0.7,True,0.1889,0.7,0.367,1.153
2BSM_BSM,6,Minimal,5,200,0.89,8,0.735,True,0.1494,0.735,0.464,0.805
2BSM_BSM,6,Separate,25,40,0.95,4,0.775,True,0.1862,0.775,0.376,1.215
2BSM_BSM,6,Separate,5,200,0.91,9,0.81,True,0.1246,0.81,0.519,1.071
