satz,arm,nfe,K,ziel,regel,mean,count,prozent
PB308,SigmaFlow-Separate,5,165,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,166,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,167,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,168,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,169,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,170,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,171,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,172,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,173,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,174,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,175,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,176,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,177,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,178,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,179,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,180,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,181,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,182,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,183,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,184,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,185,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,186,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,187,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,188,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,189,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,190,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,191,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,192,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,193,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,194,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,195,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,196,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,197,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,198,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,199,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,200,valid,zug,0.22143089809213595,307,22.143089809213595
PB308,SigmaFlow-Separate,5,1,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,2,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,3,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,4,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,5,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,6,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,7,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,8,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,9,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,10,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,11,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,12,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,13,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,14,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,15,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,16,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,17,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,18,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,19,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,20,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,21,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,22,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,23,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,24,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,25,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,26,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,27,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,28,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,29,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,30,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,31,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,32,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,33,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,34,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,35,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,36,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,37,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,38,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,39,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,40,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,41,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,42,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,43,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,44,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,45,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,46,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,47,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,48,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,49,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,50,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,51,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,52,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,53,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,54,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,55,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,56,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,57,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,58,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,59,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,60,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,61,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,62,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,63,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,64,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,65,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,66,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,67,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,68,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,69,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,70,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,71,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,72,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,73,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,74,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,75,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,76,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,77,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,78,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,79,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,80,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,81,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,82,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,83,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,84,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,85,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,86,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,87,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,88,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,89,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,90,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,91,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,92,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,93,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,94,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,95,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,96,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,97,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,98,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,99,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,100,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,101,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,102,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,103,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,104,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,105,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,106,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,107,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,108,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,109,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,110,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,111,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,112,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,113,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,114,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,115,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,116,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,117,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,118,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,119,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,120,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,121,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,122,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,123,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,124,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,125,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,126,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,127,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,128,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,129,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,130,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,131,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,132,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,133,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,134,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,135,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,136,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,137,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,138,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,139,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,140,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,141,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,142,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,143,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,144,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,145,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,146,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,147,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,148,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,149,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,150,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,151,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,152,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,153,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,154,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,155,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,156,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,157,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,158,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,159,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,160,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,161,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,162,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,163,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,164,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,165,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,166,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,167,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,168,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,169,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,170,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,171,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,172,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,173,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,174,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,175,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,176,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,177,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,178,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,179,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,180,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,181,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,182,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,183,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,184,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,185,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,186,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,187,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,188,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,189,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,190,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,191,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,192,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,193,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,194,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,195,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,196,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,197,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,198,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,199,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,200,both,zug,0.15101442531409967,307,15.101442531409967
PB308,SigmaFlow-Separate,5,1,acc,orakel,0.47126905537459235,307,47.12690553745924
PB308,SigmaFlow-Separate,5,2,acc,orakel,0.626814006514658,307,62.6814006514658
PB308,SigmaFlow-Separate,5,3,acc,orakel,0.7038149837133552,307,70.38149837133551
PB308,SigmaFlow-Separate,5,4,acc,orakel,0.7493358306188922,307,74.93358306188922
PB308,SigmaFlow-Separate,5,5,acc,orakel,0.7795052117263841,307,77.9505211726384
PB308,SigmaFlow-Separate,5,6,acc,orakel,0.801024429967427,307,80.1024429967427
PB308,SigmaFlow-Separate,5,7,acc,orakel,0.817202280130293,307,81.7202280130293
PB308,SigmaFlow-Separate,5,8,acc,orakel,0.8299309446254073,307,82.99309446254072
PB308,SigmaFlow-Separate,5,9,acc,orakel,0.8401166123778497,307,84.01166123778498
PB308,SigmaFlow-Separate,5,10,acc,orakel,0.8486358306188926,307,84.86358306188926
PB308,SigmaFlow-Separate,5,11,acc,orakel,0.8558752442996737,307,85.58752442996736
PB308,SigmaFlow-Separate,5,12,acc,orakel,0.8622286644951135,307,86.22286644951134
PB308,SigmaFlow-Separate,5,13,acc,orakel,0.8677921824104234,307,86.77921824104234
PB308,SigmaFlow-Separate,5,14,acc,orakel,0.8728827361563513,307,87.28827361563512
PB308,SigmaFlow-Separate,5,15,acc,orakel,0.8773436482084688,307,87.73436482084688
PB308,SigmaFlow-Separate,5,16,acc,orakel,0.8813801302931596,307,88.13801302931597
PB308,SigmaFlow-Separate,5,17,acc,orakel,0.8850485342019538,307,88.50485342019539
PB308,SigmaFlow-Separate,5,18,acc,orakel,0.8884925081433223,307,88.84925081433222
PB308,SigmaFlow-Separate,5,19,acc,orakel,0.8917260586319217,307,89.17260586319216
PB308,SigmaFlow-Separate,5,20,acc,orakel,0.8946495114006516,307,89.46495114006517
PB308,SigmaFlow-Separate,5,21,acc,orakel,0.8973794788273616,307,89.73794788273615
PB308,SigmaFlow-Separate,5,22,acc,orakel,0.8999449511400649,307,89.99449511400648
PB308,SigmaFlow-Separate,5,23,acc,orakel,0.902392182410423,307,90.2392182410423
PB308,SigmaFlow-Separate,5,24,acc,orakel,0.9046947882736157,307,90.46947882736157
PB308,SigmaFlow-Separate,5,25,acc,orakel,0.9068964169381108,307,90.68964169381108
PB308,SigmaFlow-Separate,5,26,acc,orakel,0.9089188925081435,307,90.89188925081434
PB308,SigmaFlow-Separate,5,27,acc,orakel,0.9108827361563521,307,91.0882736156352
PB308,SigmaFlow-Separate,5,28,acc,orakel,0.9127488599348537,307,91.27488599348537
PB308,SigmaFlow-Separate,5,29,acc,orakel,0.9145322475570032,307,91.45322475570032
PB308,SigmaFlow-Separate,5,30,acc,orakel,0.9162224755700331,307,91.6222475570033
PB308,SigmaFlow-Separate,5,31,acc,orakel,0.9178169381107492,307,91.78169381107492
PB308,SigmaFlow-Separate,5,32,acc,orakel,0.9193342019543975,307,91.93342019543975
PB308,SigmaFlow-Separate,5,33,acc,orakel,0.9207876221498368,307,92.07876221498368
PB308,SigmaFlow-Separate,5,34,acc,orakel,0.922175895765472,307,92.2175895765472
PB308,SigmaFlow-Separate,5,35,acc,orakel,0.9235485342019537,307,92.35485342019537
PB308,SigmaFlow-Separate,5,36,acc,orakel,0.924829315960912,307,92.4829315960912
PB308,SigmaFlow-Separate,5,37,acc,orakel,0.9260905537459277,307,92.60905537459277
PB308,SigmaFlow-Separate,5,38,acc,orakel,0.9272908794788273,307,92.72908794788273
PB308,SigmaFlow-Separate,5,39,acc,orakel,0.9284426710097718,307,92.84426710097719
PB308,SigmaFlow-Separate,5,40,acc,orakel,0.9295485342019544,307,92.95485342019543
PB308,SigmaFlow-Separate,5,41,acc,orakel,0.9306283387622154,307,93.06283387622155
PB308,SigmaFlow-Separate,5,42,acc,orakel,0.9316967426710097,307,93.16967426710096
PB308,SigmaFlow-Separate,5,43,acc,orakel,0.9326729641693813,307,93.26729641693812
PB308,SigmaFlow-Separate,5,44,acc,orakel,0.9336368078175891,307,93.3636807817589
PB308,SigmaFlow-Separate,5,45,acc,orakel,0.9345729641693807,307,93.45729641693808
PB308,SigmaFlow-Separate,5,46,acc,orakel,0.9355019543973941,307,93.55019543973941
PB308,SigmaFlow-Separate,5,47,acc,orakel,0.9363889250814331,307,93.63889250814331
PB308,SigmaFlow-Separate,5,48,acc,orakel,0.9372612377850162,307,93.72612377850163
PB308,SigmaFlow-Separate,5,49,acc,orakel,0.9381355048859931,307,93.8135504885993
PB308,SigmaFlow-Separate,5,50,acc,orakel,0.9389752442996739,307,93.89752442996739
PB308,SigmaFlow-Separate,5,51,acc,orakel,0.9397667752442993,307,93.97667752442993
PB308,SigmaFlow-Separate,5,52,acc,orakel,0.9405175895765471,307,94.05175895765471
PB308,SigmaFlow-Separate,5,53,acc,orakel,0.9412527687296418,307,94.12527687296418
PB308,SigmaFlow-Separate,5,54,acc,orakel,0.9420019543973942,307,94.20019543973942
PB308,SigmaFlow-Separate,5,55,acc,orakel,0.9426990228013029,307,94.2699022801303
PB308,SigmaFlow-Separate,5,56,acc,orakel,0.9434048859934855,307,94.34048859934855
PB308,SigmaFlow-Separate,5,57,acc,orakel,0.9440657980456025,307,94.40657980456025
PB308,SigmaFlow-Separate,5,58,acc,orakel,0.9447201954397392,307,94.47201954397391
PB308,SigmaFlow-Separate,5,59,acc,orakel,0.9453384364820846,307,94.53384364820846
PB308,SigmaFlow-Separate,5,60,acc,orakel,0.9459426710097723,307,94.59426710097722
PB308,SigmaFlow-Separate,5,61,acc,orakel,0.9465583061889248,307,94.65583061889248
PB308,SigmaFlow-Separate,5,62,acc,orakel,0.947147557003257,307,94.7147557003257
PB308,SigmaFlow-Separate,5,63,acc,orakel,0.9477563517915311,307,94.77563517915311
PB308,SigmaFlow-Separate,5,64,acc,orakel,0.9483247557003255,307,94.83247557003254
PB308,SigmaFlow-Separate,5,65,acc,orakel,0.9488872964169379,307,94.88872964169379
PB308,SigmaFlow-Separate,5,66,acc,orakel,0.9494078175895766,307,94.94078175895766
PB308,SigmaFlow-Separate,5,67,acc,orakel,0.9499302931596091,307,94.99302931596091
PB308,SigmaFlow-Separate,5,68,acc,orakel,0.9504351791530944,307,95.04351791530944
PB308,SigmaFlow-Separate,5,69,acc,orakel,0.950929315960912,307,95.0929315960912
PB308,SigmaFlow-Separate,5,70,acc,orakel,0.9514358306188925,307,95.14358306188925
PB308,SigmaFlow-Separate,5,71,acc,orakel,0.9519234527687296,307,95.19234527687296
PB308,SigmaFlow-Separate,5,72,acc,orakel,0.9524198697068403,307,95.24198697068404
PB308,SigmaFlow-Separate,5,73,acc,orakel,0.9528674267100976,307,95.28674267100976
PB308,SigmaFlow-Separate,5,74,acc,orakel,0.9533022801302927,307,95.33022801302927
PB308,SigmaFlow-Separate,5,75,acc,orakel,0.9537508143322473,307,95.37508143322472
PB308,SigmaFlow-Separate,5,76,acc,orakel,0.9541804560260588,307,95.41804560260589
PB308,SigmaFlow-Separate,5,77,acc,orakel,0.9546048859934853,307,95.46048859934852
