complex,n_frag,arm,nfe,n_posen,trefferquote,n_moden,groesster_modus,groesster_richtig,entropie,abdeckung_richtig,d_zentrum_richtig,d_zentrum_falsch
7D5C_GV6,6,Minimal,25,40,0.525,18,0.25,True,0.6594,0.25,0.394,0.667
7D5C_GV6,6,Minimal,5,201,0.6069651741293532,69,0.3483,True,0.5586,0.3483,0.383,0.55
7D5C_GV6,6,Separate,25,40,0.525,24,0.3,True,0.7509,0.3,0.339,0.675
7D5C_GV6,6,Separate,5,201,0.5223880597014925,77,0.3284,True,0.6122,0.3284,0.364,0.527
7F8T_FAD,9,SigmaDock,25,40,0.0,38,0.05,False,0.9812,,,1.161
7F8T_FAD,9,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,9.437
7F8T_FAD,9,Minimal,25,40,0.0,40,0.025,False,1.0,,,1.277
7F8T_FAD,9,Minimal,5,200,0.01,196,0.01,False,0.9948,0.005,0.27,1.134
7F8T_FAD,9,Separate,25,40,0.0,40,0.025,False,1.0,,,1.423
7F8T_FAD,9,Separate,5,200,0.0,198,0.01,False,0.9974,,,1.281
7JG0_GAR,3,SigmaDock,25,40,0.875,4,0.5,True,0.2581,0.5,0.413,1.154
7JG0_GAR,3,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.832,15.331
7JG0_GAR,3,Minimal,25,40,0.625,24,0.1,True,0.8144,0.1,0.504,1.154
7JG0_GAR,3,Minimal,5,200,0.69,56,0.16,True,0.6266,0.16,0.419,1.005
7JG0_GAR,3,Separate,25,40,0.775,18,0.175,True,0.7114,0.175,0.385,0.812
7JG0_GAR,3,Separate,5,202,0.7722772277227723,41,0.2871,True,0.4717,0.2871,0.342,0.955
7KB1_WBJ,4,SigmaDock,25,40,0.7,6,0.575,True,0.3444,0.575,0.322,0.233
7KB1_WBJ,4,SigmaDock,5,40,0.075,39,0.05,False,0.9906,0.025,0.366,12.205
7KB1_WBJ,4,Minimal,25,40,0.925,10,0.6,True,0.3879,0.6,0.352,0.432
7KB1_WBJ,4,Minimal,5,201,0.8855721393034826,21,0.6517,True,0.2765,0.6517,0.309,0.427
7KB1_WBJ,4,Separate,25,40,0.9,6,0.65,True,0.3019,0.65,0.373,0.287
7KB1_WBJ,4,Separate,5,200,0.845,21,0.56,True,0.3078,0.56,0.313,0.276
7LCU_XTA,6,SigmaDock,25,41,0.2926829268292683,12,0.2927,False,0.5623,0.122,0.652,0.815
7LCU_XTA,6,SigmaDock,5,41,0.0,41,0.0244,False,1.0,,,10.854
7LCU_XTA,6,Minimal,25,41,0.2926829268292683,35,0.0732,True,0.9385,0.0732,0.745,0.969
7LCU_XTA,6,Minimal,5,202,0.3564356435643564,120,0.0743,True,0.8511,0.0743,0.758,1.01
7LCU_XTA,6,Separate,25,40,0.625,29,0.125,True,0.8797,0.125,0.624,1.07
7LCU_XTA,6,Separate,5,200,0.7,87,0.07,True,0.7695,0.07,0.771,1.293
7N6F_0I1,4,SigmaDock,25,40,0.65,11,0.4,True,0.4739,0.4,0.724,1.099
7N6F_0I1,4,SigmaDock,5,40,0.05,40,0.025,False,1.0,0.025,0.551,12.701
7N6F_0I1,4,Minimal,25,40,0.675,21,0.2,True,0.738,0.2,0.7,0.916
7N6F_0I1,4,Minimal,5,203,0.8325123152709359,45,0.1921,True,0.5014,0.1921,0.793,0.875
7N6F_0I1,4,Separate,25,40,0.375,23,0.125,True,0.8198,0.125,0.771,0.756
7N6F_0I1,4,Separate,5,200,0.39,82,0.08,True,0.7177,0.08,0.636,0.748
7NFB_GEN,2,SigmaDock,25,40,0.725,2,0.725,True,0.1594,0.725,0.287,0.309
7NFB_GEN,2,SigmaDock,5,40,0.275,29,0.15,True,0.8578,0.15,0.563,15.367
7NFB_GEN,2,Minimal,25,40,0.45,3,0.525,False,0.2141,0.45,0.188,0.282
7NFB_GEN,2,Minimal,5,200,0.515,8,0.495,True,0.1742,0.495,0.163,0.195
7NFB_GEN,2,Separate,25,40,0.35,2,0.65,False,0.1755,0.35,0.259,0.257
7NFB_GEN,2,Separate,5,201,0.24378109452736318,12,0.7164,False,0.1621,0.2289,0.216,0.197
7NLV_UJE,4,SigmaDock,25,40,1.0,1,1.0,True,-0.0,1.0,0.384,
7NLV_UJE,4,SigmaDock,5,40,0.075,39,0.05,True,0.9906,0.05,0.496,15.512
7NLV_UJE,4,Minimal,25,40,0.925,7,0.85,True,0.1874,0.85,0.431,1.022
7NLV_UJE,4,Minimal,5,202,0.9158415841584159,19,0.8366,True,0.1646,0.8366,0.426,0.641
7NLV_UJE,4,Separate,25,40,0.975,2,0.975,True,0.0317,0.975,0.423,0.923
7NLV_UJE,4,Separate,5,201,0.9303482587064676,16,0.8856,True,0.123,0.8856,0.417,0.57
7NR8_UOE,8,SigmaDock,25,40,0.525,15,0.375,True,0.5879,0.375,0.315,1.833
7NR8_UOE,8,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,15.367
7NR8_UOE,8,Minimal,25,40,0.25,34,0.1,True,0.9342,0.1,0.42,1.434
7NR8_UOE,8,Minimal,5,203,0.3251231527093596,156,0.0443,True,0.9127,0.0443,0.494,1.455
7NR8_UOE,8,Separate,25,40,0.4,33,0.075,True,0.9307,0.075,0.429,0.875
7NR8_UOE,8,Separate,5,201,0.373134328358209,125,0.1095,True,0.8378,0.1095,0.406,1.233
7NUT_GLP,2,SigmaDock,25,42,0.30952380952380953,8,0.381,False,0.4239,0.3095,0.619,0.804
7NUT_GLP,2,SigmaDock,5,42,0.09523809523809523,39,0.0476,True,0.9735,0.0476,0.865,19.862
7NUT_GLP,2,Minimal,25,42,0.35714285714285715,12,0.3571,False,0.4761,0.3333,0.458,0.63
7NUT_GLP,2,Minimal,5,202,0.297029702970297,37,0.2723,True,0.4848,0.2723,0.445,0.756
7NUT_GLP,2,Separate,25,40,0.45,11,0.25,False,0.5243,0.225,0.504,0.666
7NUT_GLP,2,Separate,5,200,0.505,25,0.455,True,0.2935,0.455,0.557,0.624
7OEO_V9Z,8,SigmaDock,25,40,0.075,35,0.05,False,0.953,0.025,0.801,1.408
7OEO_V9Z,8,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,8.666
7OEO_V9Z,8,Minimal,25,40,0.15,36,0.05,False,0.9624,0.025,0.687,1.34
7OEO_V9Z,8,Minimal,5,200,0.12,168,0.02,True,0.954,0.015,0.85,1.412
7OEO_V9Z,8,Separate,25,40,0.0,39,0.05,False,0.9906,,,1.445
7OEO_V9Z,8,Separate,5,201,0.014925373134328358,151,0.0299,False,0.9191,0.005,0.949,1.353
7OP9_06K,1,SigmaDock,25,40,0.0,4,0.5,False,0.3039,,,0.487
7OP9_06K,1,SigmaDock,5,40,0.075,25,0.125,False,0.8181,0.025,0.857,23.093
7OP9_06K,1,Minimal,25,40,0.1,8,0.25,False,0.5172,0.1,0.549,0.793
7OP9_06K,1,Minimal,5,201,0.04477611940298507,21,0.2139,False,0.4432,0.0398,0.614,0.672
7OP9_06K,1,Separate,25,41,0.07317073170731707,10,0.3659,False,0.5214,0.0732,0.437,0.596
7OP9_06K,1,Separate,5,201,0.04975124378109453,26,0.2438,False,0.4561,0.0249,0.472,0.481
7OZC_G6S,2,SigmaDock,25,40,0.1,9,0.525,False,0.4339,0.05,0.196,0.693
7OZC_G6S,2,SigmaDock,5,40,0.05,38,0.05,False,0.9812,0.025,0.487,15.356
7OZC_G6S,2,Minimal,25,40,0.05,17,0.125,False,0.7107,0.025,0.344,0.694
7OZC_G6S,2,Minimal,5,201,0.024875621890547265,18,0.2388,False,0.4289,0.0249,0.318,0.705
7OZC_G6S,2,Separate,25,40,0.05,15,0.2,False,0.6699,0.025,0.243,0.923
7OZC_G6S,2,Separate,5,201,0.0845771144278607,33,0.3682,False,0.4827,0.0348,0.152,0.769
7PIH_7QW,3,SigmaDock,25,40,0.55,2,0.625,False,0.1793,0.375,0.5,0.598
7PIH_7QW,3,SigmaDock,5,40,0.225,32,0.15,True,0.899,0.15,0.718,14.556
7PIH_7QW,3,Minimal,25,40,0.5,11,0.25,True,0.5502,0.25,0.44,0.505
7PIH_7QW,3,Minimal,5,201,0.5472636815920398,24,0.4279,False,0.3206,0.3333,0.445,0.508
7PIH_7QW,3,Separate,25,40,0.45,10,0.25,True,0.5314,0.25,0.435,0.475
7PIH_7QW,3,Separate,5,201,0.5422885572139303,25,0.4179,True,0.3122,0.4179,0.444,0.511
7POM_7VZ,4,SigmaDock,25,40,0.975,3,0.95,True,0.0632,0.95,0.435,0.572
7POM_7VZ,4,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.847,13.228
7POM_7VZ,4,Minimal,25,40,0.65,18,0.4,True,0.6166,0.4,0.371,0.587
7POM_7VZ,4,Minimal,5,200,0.695,52,0.285,True,0.5181,0.285,0.456,0.706
7POM_7VZ,4,Separate,25,40,0.85,9,0.475,True,0.4178,0.475,0.442,0.902
7POM_7VZ,4,Separate,5,200,0.76,46,0.36,True,0.4302,0.36,0.449,0.638
7Q2B_M6H,2,SigmaDock,25,40,1.0,2,0.575,True,0.1848,0.575,0.453,
7Q2B_M6H,2,SigmaDock,5,40,0.475,26,0.15,True,0.8127,0.15,0.562,22.351
7Q2B_M6H,2,Minimal,25,40,0.975,6,0.45,True,0.353,0.45,0.718,1.511
7Q2B_M6H,2,Minimal,5,200,0.975,9,0.475,True,0.2109,0.475,0.695,1.296
7Q2B_M6H,2,Separate,25,40,1.0,6,0.575,True,0.2998,0.575,0.635,
7Q2B_M6H,2,Separate,5,200,0.99,11,0.55,True,0.2056,0.55,0.575,1.031
7Q5I_I0F,5,SigmaDock,25,40,1.0,2,0.95,True,0.0538,0.95,0.307,
7Q5I_I0F,5,SigmaDock,5,40,0.05,40,0.025,False,1.0,0.025,0.277,10.669
7Q5I_I0F,5,Minimal,25,40,0.875,7,0.7,True,0.2908,0.7,0.307,0.604
7Q5I_I0F,5,Minimal,5,201,0.900497512437811,21,0.6517,True,0.2768,0.6517,0.404,0.64
7Q5I_I0F,5,Separate,25,40,0.925,5,0.425,True,0.3752,0.425,0.425,0.877
7Q5I_I0F,5,Separate,5,201,0.9203980099502488,15,0.6468,True,0.2015,0.6468,0.435,0.794
7RSV_7IQ,2,SigmaDock,25,40,0.925,5,0.525,True,0.2661,0.525,0.254,0.634
7RSV_7IQ,2,SigmaDock,5,40,0.325,28,0.2,True,0.8233,0.2,0.338,18.927
7RSV_7IQ,2,Minimal,25,40,0.8,5,0.5,True,0.319,0.5,0.305,0.46
7RSV_7IQ,2,Minimal,5,200,0.79,13,0.44,True,0.2834,0.44,0.298,0.586
7RSV_7IQ,2,Separate,25,40,0.85,7,0.425,True,0.3378,0.425,0.296,0.564
7RSV_7IQ,2,Separate,5,202,0.801980198019802,22,0.4406,True,0.3031,0.4406,0.256,0.572
7SDD_4IP,5,SigmaDock,25,40,0.05,39,0.05,False,0.9906,0.05,1.008,1.543
7SDD_4IP,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.981
7SDD_4IP,5,Minimal,25,40,0.125,40,0.025,False,1.0,0.025,0.907,1.049
7SDD_4IP,5,Minimal,5,202,0.06435643564356436,193,0.0198,True,0.9871,0.0198,0.74,1.116
7SDD_4IP,5,Separate,25,40,0.025,40,0.025,False,1.0,0.025,0.893,1.18
7SDD_4IP,5,Separate,5,201,0.024875621890547265,197,0.01,False,0.9948,0.005,0.726,1.226
7T3E_SLB,6,SigmaDock,25,40,0.5,21,0.3,True,0.7157,0.3,0.275,0.938
7T3E_SLB,6,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,7.532
7T3E_SLB,6,Minimal,25,40,0.775,21,0.25,True,0.7141,0.25,0.325,0.582
7T3E_SLB,6,Minimal,5,201,0.7661691542288557,68,0.2736,True,0.6248,0.2736,0.344,0.597
7T3E_SLB,6,Separate,25,40,0.9,14,0.35,True,0.5844,0.35,0.405,0.812
7T3E_SLB,6,Separate,5,201,0.8407960199004975,49,0.2985,True,0.5219,0.2985,0.37,0.646
7TXK_LW8,3,SigmaDock,25,40,0.7,11,0.4,True,0.4597,0.4,0.225,0.623
7TXK_LW8,3,SigmaDock,5,40,0.1,38,0.05,True,0.9812,0.05,0.34,13.503
7TXK_LW8,3,Minimal,25,40,0.9,9,0.3,True,0.4537,0.3,0.293,1.285
7TXK_LW8,3,Minimal,5,200,0.925,15,0.51,True,0.2747,0.51,0.252,1.03
7TXK_LW8,3,Separate,25,40,0.9,10,0.45,True,0.4655,0.45,0.28,0.989
7TXK_LW8,3,Separate,5,200,0.89,29,0.46,True,0.3455,0.46,0.23,0.708
7TYP_KUR,7,SigmaDock,25,40,0.075,24,0.225,False,0.7837,0.025,0.442,0.849
7TYP_KUR,7,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,8.793
7TYP_KUR,7,Minimal,25,40,0.125,33,0.05,False,0.9342,0.05,0.287,0.595
7TYP_KUR,7,Minimal,5,200,0.045,114,0.04,False,0.8516,0.03,0.283,0.557
7TYP_KUR,7,Separate,25,40,0.2,31,0.075,False,0.9119,0.05,0.346,0.606
7TYP_KUR,7,Separate,5,200,0.235,114,0.05,True,0.8372,0.05,0.281,0.513
7UJ4_OQ4,9,SigmaDock,25,40,0.3,35,0.125,True,0.9361,0.125,0.452,0.9
7UJ4_OQ4,9,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.725
7UJ4_OQ4,9,Minimal,25,40,0.125,40,0.025,False,1.0,0.025,0.429,1.146
7UJ4_OQ4,9,Minimal,5,200,0.12,187,0.015,False,0.981,0.015,0.415,1.0
7UJ4_OQ4,9,Separate,25,40,0.025,40,0.025,False,1.0,0.025,0.593,1.985
7UJ4_OQ4,9,Separate,5,200,0.02,200,0.005,False,1.0,0.005,0.469,1.639
7UJF_R3V,5,SigmaDock,25,41,1.0,1,1.0,True,-0.0,1.0,0.135,
7UJF_R3V,5,SigmaDock,5,41,0.07317073170731707,40,0.0488,True,0.9909,0.0488,0.464,12.162
7UJF_R3V,5,Minimal,25,41,0.975609756097561,5,0.561,True,0.2746,0.561,0.246,0.309
7UJF_R3V,5,Minimal,5,201,0.9253731343283582,29,0.7264,True,0.2678,0.7264,0.232,0.507
7UJF_R3V,5,Separate,25,40,0.925,8,0.725,True,0.2912,0.725,0.26,0.462
7UJF_R3V,5,Separate,5,201,0.9402985074626866,25,0.801,True,0.2058,0.801,0.208,0.466
7VC5_9SF,3,SigmaDock,25,40,0.95,5,0.6,True,0.2895,0.6,0.246,0.663
7VC5_9SF,3,SigmaDock,5,40,0.175,34,0.15,False,0.9177,0.15,0.429,14.3
7VC5_9SF,3,Minimal,25,40,0.625,6,0.3,True,0.4274,0.3,0.274,0.464
7VC5_9SF,3,Minimal,5,200,0.71,16,0.32,True,0.323,0.32,0.284,0.354
7VC5_9SF,3,Separate,25,40,0.625,8,0.25,False,0.4945,0.175,0.324,0.356
7VC5_9SF,3,Separate,5,200,0.715,17,0.3,True,0.3347,0.3,0.238,0.291
7W05_GMP,3,SigmaDock,25,40,0.575,5,0.675,True,0.2825,0.675,0.488,0.473
7W05_GMP,3,SigmaDock,5,40,0.125,40,0.025,False,1.0,0.025,0.682,14.699
7W05_GMP,3,Minimal,25,40,0.45,12,0.275,True,0.5753,0.275,0.533,0.568
7W05_GMP,3,Minimal,5,203,0.3251231527093596,33,0.1379,False,0.5263,0.1281,0.475,0.509
7W05_GMP,3,Separate,25,40,0.175,20,0.15,False,0.7626,0.075,0.552,0.748
7W05_GMP,3,Separate,5,200,0.2,60,0.12,False,0.6492,0.06,0.39,0.635
7WL4_JFU,5,SigmaDock,25,40,0.15,11,0.425,False,0.5203,0.075,0.589,0.917
7WL4_JFU,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,13.773
7WL4_JFU,5,Minimal,25,40,0.475,15,0.2,True,0.6505,0.2,0.404,1.028
7WL4_JFU,5,Minimal,5,200,0.48,66,0.165,True,0.6153,0.165,0.459,0.996
7WL4_JFU,5,Separate,25,40,0.5,16,0.175,True,0.6891,0.175,0.48,0.984
7WL4_JFU,5,Separate,5,200,0.38,60,0.125,False,0.6075,0.11,0.481,0.983
8A1H_DLZ,5,SigmaDock,25,40,0.1,11,0.325,False,0.5525,0.1,0.453,0.878
8A1H_DLZ,5,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,10.661
8A1H_DLZ,5,Minimal,25,40,0.75,9,0.675,True,0.3405,0.675,0.319,0.614
8A1H_DLZ,5,Minimal,5,200,0.715,30,0.645,True,0.3207,0.645,0.273,0.499
8A1H_DLZ,5,Separate,25,40,0.25,23,0.175,False,0.7803,0.125,0.414,0.678
8A1H_DLZ,5,Separate,5,200,0.165,72,0.29,False,0.6314,0.115,0.373,0.699
8AIE_M7L,4,SigmaDock,25,40,0.3,14,0.25,True,0.6285,0.25,0.376,0.544
8AIE_M7L,4,SigmaDock,5,40,0.025,40,0.025,False,1.0,0.025,0.649,9.733
8AIE_M7L,4,Minimal,25,40,0.125,24,0.175,False,0.8008,0.1,0.468,0.686
8AIE_M7L,4,Minimal,5,200,0.155,64,0.155,False,0.661,0.1,0.498,0.694
8AIE_M7L,4,Separate,25,40,0.425,16,0.25,True,0.6562,0.25,0.419,0.557
8AIE_M7L,4,Separate,5,200,0.355,60,0.235,True,0.5741,0.235,0.383,0.613
8D5D_5DK,7,SigmaDock,25,40,0.1,6,0.725,False,0.2689,0.075,0.415,0.43
8D5D_5DK,7,SigmaDock,5,40,0.0,40,0.025,False,1.0,,,9.229
8D5D_5DK,7,Minimal,25,40,0.125,24,0.175,False,0.7838,0.125,0.483,0.894
8D5D_5DK,7,Minimal,5,200,0.12,93,0.15,False,0.7417,0.03,0.591,0.779
8D5D_5DK,7,Separate,25,40,0.45,24,0.2,True,0.7857,0.2,0.441,0.866
8D5D_5DK,7,Separate,5,200,0.345,77,0.175,True,0.6685,0.175,0.511,0.86
8SLG_G5A,5,SigmaDock,25,40,0.975,4,0.9,True,0.1163,0.9,0.263,0.488
8SLG_G5A,5,SigmaDock,5,40,0.05,40,0.025,False,1.0,0.025,0.387,11.708
8SLG_G5A,5,Minimal,25,40,0.95,8,0.475,True,0.3876,0.475,0.307,0.49
8SLG_G5A,5,Minimal,5,200,0.92,21,0.65,True,0.2535,0.65,0.284,0.269
8SLG_G5A,5,Separate,25,40,0.875,6,0.725,True,0.256,0.725,0.254,0.494
8SLG_G5A,5,Separate,5,200,0.93,15,0.69,True,0.2163,0.69,0.25,0.446
